origin_id,mode,facility_type,Tr,AF_k,P_i
PV_011,walking,Pri,15,0.0027398519756360686,6704.0
PV_012,walking,Pri,15,0.010747620543856794,3249.0
PV_013,walking,Pri,15,0.005165590791030124,6236.0
PV_014,walking,Pri,15,0.004109101065025231,6634.0
PV_015,walking,Pri,15,0.009497602091047658,3928.0
PV_016,walking,Pri,15,0.004814530509116152,11801.0
PV_017,walking,Pri,15,0.00045169699923814434,22319.0
PV_018,walking,Pri,15,0.0045613016935669454,12664.0
PV_019,walking,Pri,15,0.00656869188182191,6009.0
PV_020,walking,Pri,15,0.00990824374698994,8696.0
PV_021,walking,Pri,15,0.0028135215402936044,3140.0
PV_022,walking,Pri,15,0.008910289839530853,3189.0
PV_023,walking,Pri,15,0.0003827377536141864,37299.0
PV_024,walking,Pri,15,0.009939832716908951,3421.0
PV_025,walking,Pri,15,0.01697301624525989,7887.0
PV_026,walking,Pri,15,0.008910003034055008,2781.0
PV_027,walking,Pri,15,0.0011225097585283814,2777.0
PV_028,walking,Pri,15,0.03127491248327809,5005.0
PV_029,walking,Pri,15,0.0040155867894876565,4651.0
PV_030,walking,Pri,15,0.048794841302349554,4090.0
PV_031,walking,Pri,15,0.001822334090925163,4396.0
PV_032,walking,Pri,15,0.0043712538977757846,9645.0
PV_033,walking,Pri,15,0.003155326937296975,12357.0
PV_034,walking,Pri,15,0.012792815833935664,5678.0
PV_035,walking,Pri,15,0.004392693298793384,5802.0
PV_036,walking,Pri,15,0.014071949957960645,2567.0
PV_037,walking,Pri,15,0.002726788996686427,3476.0
PV_038,walking,Pri,15,0.0007075225610325311,13142.0
PV_039,walking,Pri,15,0.006195642942439944,3264.0
PV_040,walking,Pri,15,0.002438663051117986,4472.0
PV_041,walking,Pri,15,0.0072841540262276825,5604.0
PV_042,walking,Pri,15,0.0,4002.0
PV_043,walking,Pri,15,0.006401316001192859,6647.0
PV_044,walking,Pri,15,0.0064894151544607264,30038.0
PV_045,walking,Pri,15,0.008666696978014981,6746.0
PH_001,walking,Ss,5,0.0,3913.0
PH_002,walking,Ss,5,0.0031533548237145555,3209.0
PH_003,walking,Ss,5,0.0,3923.0
PH_004,walking,Ss,5,0.0,10775.0
PH_005,walking,Ss,5,0.0,5453.0
PH_006,walking,Ss,5,0.009148565976314756,17817.0
PH_007,walking,Ss,5,0.005673598739448267,13588.0
PH_008,walking,Ss,5,0.0,16756.0
PH_009,walking,Ss,5,0.0,8485.0
PH_010,walking,Ss,5,0.0,9682.0
PH_011,walking,Ss,5,0.0,16989.0
PH_012,walking,Ss,5,0.0,14147.0
PH_013,walking,Ss,5,0.0,4587.0
PH_014,walking,Ss,5,0.0,15655.0
PH_015,walking,Ss,5,0.002382186028011204,5572.0
PH_016,walking,Ss,5,0.0,12066.0
PH_017,walking,Ss,5,0.0,6467.0
PH_018,walking,Ss,5,0.0,12329.0
PH_019,walking,Ss,5,0.0,9540.0
PH_020,walking,Ss,5,0.00432199329217593,16071.0
PH_021,walking,Ss,5,0.005467511377627397,3415.0
PH_022,walking,Ss,5,0.0,3444.0
PH_023,walking,Ss,5,0.007592706709064261,6744.0
PH_024,walking,Ss,5,0.007830919501515661,11876.0
PH_025,walking,Ss,5,0.0247784143592696,5866.0
PH_026,walking,Ss,5,0.014693282529938699,8869.0
PH_027,walking,Ss,5,0.0,6419.0
PH_028,walking,Ss,5,0.0,3185.0
PH_029,walking,Ss,5,0.0,7165.0
PH_030,walking,Ss,5,0.005397962608944471,6200.0
PH_031,walking,Ss,5,0.01398231924030681,3534.0
PH_032,walking,Ss,5,0.0,10438.0
PH_033,walking,Ss,5,0.0,7907.0
PH_034,walking,Ss,5,0.0020310654029890075,11259.0
PH_035,walking,Ss,5,0.0,9662.0
PH_036,walking,Ss,5,0.0,9944.0
PH_037,walking,Ss,5,0.0006881346548416712,8499.0
PH_038,walking,Ss,5,0.013662959051274523,13258.0
PH_039,walking,Ss,5,0.0,11426.0
PH_040,walking,Ss,5,0.00261454156554424,11295.0
PH_041,walking,Ss,5,0.001637558750159681,18247.0
PH_042,walking,Ss,5,0.00845165913193692,4942.0
PH_043,walking,Ss,5,0.0,4411.0
PH_044,walking,Ss,5,0.0,4684.0
PH_045,walking,Ss,5,0.016802676258310535,6208.0
PH_046,walking,Ss,5,0.010685356465789624,17407.0
PH_047,walking,Ss,5,0.0,24618.0
PH_048,walking,Ss,5,0.0,23341.0
PH_049,walking,Ss,5,0.0,16843.0
PH_050,walking,Ss,5,0.0,11985.0
PH_051,walking,Ss,5,0.004382147452621468,14753.0
PH_052,walking,Ss,5,0.0,22319.0
PH_053,walking,Ss,5,0.0,35277.0
PH_054,walking,Ss,5,0.0,3063.0
PH_055,walking,Ss,5,0.009201995782686736,25561.0
PH_056,walking,Ss,5,0.0,11404.0
PH_057,walking,Ss,5,0.0,6991.0
PH_058,walking,Ss,5,0.005187995090929376,17926.0
PH_059,walking,Ss,5,0.0037407848638653066,18748.0
PH_060,walking,Ss,5,0.03901539024520808,4696.0
PH_061,walking,Ss,5,0.0,18720.0
PH_062,walking,Ss,5,0.0,13612.0
PH_063,walking,Ss,5,0.006614509246088194,14060.0
PH_064,walking,Ss,5,0.011586701336703368,13467.0
PH_065,walking,Ss,5,0.0,21845.0
PH_066,walking,Ss,5,0.026527517412913725,7079.0
PH_067,walking,Ss,5,0.005215050748612123,17833.0
PH_068,walking,Ss,5,0.011491190066371925,5936.0
PH_069,walking,Ss,5,0.0034953067660492207,15440.0
PH_070,walking,Ss,5,0.026605562937681966,5280.0
PH_071,walking,Ss,5,0.0,18670.0
PH_072,walking,Ss,5,0.0,15831.0
PH_073,walking,Ss,5,0.0,12176.0
PH_074,walking,Ss,5,0.018040418233253128,16794.0
PH_075,walking,Ss,5,0.0,3620.0
PH_076,walking,Ss,5,0.0,4280.0
PH_077,walking,Ss,5,0.0,21799.0
PH_078,walking,Ss,5,0.007345477419001709,10026.0
C_022,walking,Ss,5,0.04965796807702052,3947.0
C_023,walking,Ss,5,0.0,6034.0
C_024,walking,Ss,5,0.0,10071.0
C_025,walking,Ss,5,0.0,11614.0
C_026,walking,Ss,5,0.04564441951480081,4499.0
C_011,walking,Ss,5,0.0,3904.0
C_012,walking,Ss,5,0.0,4839.0
C_013,walking,Ss,5,0.0,3999.0
C_014,walking,Ss,5,0.0035716820465966502,5698.0
C_015,walking,Ss,5,0.0,4432.0
C_008,walking,Ss,5,0.0,7247.0
C_009,walking,Ss,5,0.0,4971.0
C_010,walking,Ss,5,0.0,6353.0
C_004,walking,Ss,5,0.018867924528301886,4929.0
C_005,walking,Ss,5,0.012940459991775921,3557.0
C_006,walking,Ss,5,0.04102418974307088,6615.0
C_007,walking,Ss,5,0.003830268409019219,13786.0
C_001,walking,Ss,5,0.0,11335.0
C_002,walking,Ss,5,0.02976504943061193,4039.0
C_003,walking,Ss,5,0.02058402212166813,3500.0
C_018,walking,Ss,5,0.0,8550.0
C_019,walking,Ss,5,0.022015128295559492,4950.0
C_020,walking,Ss,5,0.0,8980.0
C_021,walking,Ss,5,0.0022408663953087677,14586.0
C_016,walking,Ss,5,0.0,4909.0
C_017,walking,Ss,5,0.0,3179.0
H_001,walking,Ss,5,0.008747725622840544,41.0
H_002,walking,Ss,5,0.0,20.7
H_003,walking,Ss,5,0.0,112.7
H_004,walking,Ss,5,0.0,121.9
H_005,walking,Ss,5,0.0,138.0
H_006,walking,Ss,5,2.564624149053345,34.5
H_007,walking,Ss,5,1.7391304347826086,57.5
H_008,walking,Ss,5,0.0,55.2
H_009,walking,Ss,5,0.0,2.3
H_010,walking,Ss,5,1.965420372895471,2.3
H_011,walking,Ss,5,40.434782608695656,2.3
H_012,walking,Ss,5,40.434782608695656,2.3
H_013,walking,Ss,5,0.0,2.3
H_014,walking,Ss,5,0.0,32.2
H_015,walking,Ss,5,0.0,202.4
H_016,walking,Ss,5,0.0,4.6
H_017,walking,Ss,5,0.5695531688101837,163.3
H_018,walking,Ss,5,0.009791565389060869,87.4
H_019,walking,Ss,5,0.0,168.0
H_020,walking,Ss,5,0.0,106.0
H_021,walking,Ss,5,0.034097001590399224,162.0
H_022,walking,Ss,5,0.0,1600.0
H_023,walking,Ss,5,0.0,1090.0
H_024,walking,Ss,5,0.0,220.0
H_025,walking,Ss,5,0.0,400.0
H_026,walking,Ss,5,0.0,509.0
H_027,walking,Ss,5,0.0,388.0
H_028,walking,Ss,5,0.1519607843137255,612.0
H_029,walking,Ss,5,0.0,1460.0
H_030,walking,Ss,5,0.08121842752265954,774.0
PV_001,walking,Ss,5,0.0,10791.0
PV_002,walking,Ss,5,0.005097274871448349,4367.0
PV_003,walking,Ss,5,0.0,6515.0
PV_004,walking,Ss,5,0.1231240428790199,3265.0
PV_005,walking,Ss,5,0.0,3873.0
PV_006,walking,Ss,5,0.0,5035.0
PV_007,walking,Ss,5,0.0,5276.0
PV_008,walking,Ss,5,0.0,4964.0
PV_009,walking,Ss,5,0.0,4400.0
PV_010,walking,Ss,5,0.0,3329.0
PV_011,walking,Ss,5,0.0,6704.0
PV_012,walking,Ss,5,0.023666852826252312,3249.0
PV_013,walking,Ss,5,0.0,6236.0
PV_014,walking,Ss,5,0.001165692996371688,6634.0
PV_015,walking,Ss,5,0.026371746054738826,3928.0
PV_016,walking,Ss,5,0.0,11801.0
PV_017,walking,Ss,5,0.0,22319.0
PV_018,walking,Ss,5,0.0,12664.0
PV_019,walking,Ss,5,0.01060683253921501,6009.0
PV_020,walking,Ss,5,0.0,8696.0
PV_021,walking,Ss,5,0.0,3140.0
PV_022,walking,Ss,5,0.09595484477892756,3189.0
PV_023,walking,Ss,5,0.0,37299.0
PV_024,walking,Ss,5,0.00470809563505006,3421.0
PV_025,walking,Ss,5,0.02288275462689937,7887.0
PV_026,walking,Ss,5,0.0,2781.0
PV_027,walking,Ss,5,0.0,2777.0
PV_028,walking,Ss,5,0.013256885771824526,5005.0
PV_029,walking,Ss,5,0.0,4651.0
PV_030,walking,Ss,5,0.0,4090.0
PV_031,walking,Ss,5,0.0,4396.0
PV_032,walking,Ss,5,0.0031064689578658134,9645.0
PV_033,walking,Ss,5,0.007526098567613498,12357.0
PV_034,walking,Ss,5,0.004821436730356433,5678.0
PV_035,walking,Ss,5,0.0,5802.0
PV_036,walking,Ss,5,0.036583477096873276,2567.0
PV_037,walking,Ss,5,0.0,3476.0
PV_038,walking,Ss,5,0.0,13142.0
PV_039,walking,Ss,5,0.025905358830036532,3264.0
PV_040,walking,Ss,5,0.016100178890876563,4472.0
PV_041,walking,Ss,5,0.0067582866443763635,5604.0
PV_042,walking,Ss,5,0.0,4002.0
PV_043,walking,Ss,5,0.0016101883354301774,6647.0
PV_044,walking,Ss,5,0.0,30038.0
PV_045,walking,Ss,5,0.0,6746.0
PH_001,walking,Ss,10,0.004159966044496623,3913.0
PH_002,walking,Ss,10,0.0030577241436909788,3209.0
PH_003,walking,Ss,10,0.0,3923.0
PH_004,walking,Ss,10,0.0,10775.0
PH_005,walking,Ss,10,0.0,5453.0
PH_006,walking,Ss,10,0.008280743092099838,17817.0
PH_007,walking,Ss,10,0.010679938987141625,13588.0
PH_008,walking,Ss,10,0.0003963028286557175,16756.0
PH_009,walking,Ss,10,0.0,8485.0
PH_010,walking,Ss,10,0.0,9682.0
PH_011,walking,Ss,10,0.002199521602229971,16989.0
PH_012,walking,Ss,10,0.0020171243299351243,14147.0
PH_013,walking,Ss,10,0.002660869124071128,4587.0
PH_014,walking,Ss,10,0.0,15655.0
PH_015,walking,Ss,10,0.012222656035247088,5572.0
PH_016,walking,Ss,10,0.0020355372603939473,12066.0
PH_017,walking,Ss,10,0.0006620469248904208,6467.0
PH_018,walking,Ss,10,0.030200478513666387,12329.0
PH_019,walking,Ss,10,0.0040804822371069225,9540.0
PH_020,walking,Ss,10,0.0053757031067161384,16071.0
PH_021,walking,Ss,10,0.005178764238742051,3415.0
PH_022,walking,Ss,10,0.0035701950686928023,3444.0
PH_023,walking,Ss,10,0.00200201580644468,6744.0
PH_024,walking,Ss,10,0.002703660285577644,11876.0
PH_025,walking,Ss,10,0.006921972012922752,5866.0
PH_026,walking,Ss,10,0.00990465934709334,8869.0
PH_027,walking,Ss,10,0.002609345502056225,6419.0
PH_028,walking,Ss,10,0.0033122178168394027,3185.0
PH_029,walking,Ss,10,0.0,7165.0
PH_030,walking,Ss,10,0.0031324848613331884,6200.0
PH_031,walking,Ss,10,0.003403417246868928,3534.0
PH_032,walking,Ss,10,0.002467081453521346,10438.0
PH_033,walking,Ss,10,0.0022748172990676033,7907.0
PH_034,walking,Ss,10,0.002219941605810641,11259.0
PH_035,walking,Ss,10,0.0003176705465915225,9662.0
PH_036,walking,Ss,10,0.015019690858041721,9944.0
PH_037,walking,Ss,10,0.005696113407198853,8499.0
PH_038,walking,Ss,10,0.01630147137865816,13258.0
PH_039,walking,Ss,10,0.0,11426.0
PH_040,walking,Ss,10,0.0036966414912076692,11295.0
PH_041,walking,Ss,10,0.003965770842322385,18247.0
PH_042,walking,Ss,10,0.030253861780941676,4942.0
PH_043,walking,Ss,10,0.0446869173711239,4411.0
PH_044,walking,Ss,10,0.00023396943463133615,4684.0
PH_045,walking,Ss,10,0.020670597798935722,6208.0
PH_046,walking,Ss,10,0.012511524687944073,17407.0
PH_047,walking,Ss,10,0.003909967217643136,24618.0
PH_048,walking,Ss,10,0.0008366341153513332,23341.0
PH_049,walking,Ss,10,0.011074852768018947,16843.0
PH_050,walking,Ss,10,0.0013123611335242517,11985.0
PH_051,walking,Ss,10,0.005793338563678852,14753.0
PH_052,walking,Ss,10,0.0,22319.0
PH_053,walking,Ss,10,0.0001154863489693925,35277.0
PH_054,walking,Ss,10,0.0006050474479578368,3063.0
PH_055,walking,Ss,10,0.010410558122954168,25561.0
PH_056,walking,Ss,10,0.008908603109934554,11404.0
PH_057,walking,Ss,10,0.004115564727523497,6991.0
PH_058,walking,Ss,10,0.005820996175296996,17926.0
PH_059,walking,Ss,10,0.007744135347284709,18748.0
PH_060,walking,Ss,10,0.04243611062609451,4696.0
PH_061,walking,Ss,10,0.0012605670656171209,18720.0
PH_062,walking,Ss,10,0.0016121436116610665,13612.0
PH_063,walking,Ss,10,0.014530098365896832,14060.0
PH_064,walking,Ss,10,0.015589948377998604,13467.0
PH_065,walking,Ss,10,0.006016028542511339,21845.0
PH_066,walking,Ss,10,0.028532566349707227,7079.0
PH_067,walking,Ss,10,0.0053022047310818405,17833.0
PH_068,walking,Ss,10,0.020824274748257203,5936.0
PH_069,walking,Ss,10,0.012791744102013244,15440.0
PH_070,walking,Ss,10,0.013902093010267902,5280.0
PH_071,walking,Ss,10,0.00594302446799004,18670.0
PH_072,walking,Ss,10,0.0005996138377746923,15831.0
PH_073,walking,Ss,10,0.002371679709310878,12176.0
PH_074,walking,Ss,10,0.011830155302436177,16794.0
PH_075,walking,Ss,10,0.0,3620.0
PH_076,walking,Ss,10,0.013716053598133354,4280.0
PH_077,walking,Ss,10,0.005140075129105554,21799.0
PH_078,walking,Ss,10,0.008118698144071805,10026.0
C_022,walking,Ss,10,0.018033002307916515,3947.0
C_023,walking,Ss,10,0.0006232837078764692,6034.0
C_024,walking,Ss,10,0.0,10071.0
C_025,walking,Ss,10,0.001069518417895244,11614.0
C_026,walking,Ss,10,0.01228938421274157,4499.0
C_011,walking,Ss,10,0.0,3904.0
C_012,walking,Ss,10,0.004057409765769343,4839.0
C_013,walking,Ss,10,0.008018123519900253,3999.0
C_014,walking,Ss,10,0.011258772756669585,5698.0
C_015,walking,Ss,10,0.0035215910047537175,4432.0
C_008,walking,Ss,10,0.0,7247.0
C_009,walking,Ss,10,0.0025836603984072427,4971.0
C_010,walking,Ss,10,0.0,6353.0
C_004,walking,Ss,10,0.004893400275030121,4929.0
C_005,walking,Ss,10,0.009271831869759526,3557.0
C_006,walking,Ss,10,0.020035885009083203,6615.0
C_007,walking,Ss,10,0.006718326639840141,13786.0
C_001,walking,Ss,10,0.0015043094988675286,11335.0
C_002,walking,Ss,10,0.016561889168289573,4039.0
C_003,walking,Ss,10,0.012788064992008998,3500.0
C_018,walking,Ss,10,0.00019652569409852463,8550.0
C_019,walking,Ss,10,0.015933445366236205,4950.0
C_020,walking,Ss,10,0.004105142805329988,8980.0
C_021,walking,Ss,10,0.004878650462610961,14586.0
C_016,walking,Ss,10,0.003063127850706494,4909.0
C_017,walking,Ss,10,0.001836309265120806,3179.0
H_001,walking,Ss,10,0.0020717770976757073,41.0
H_002,walking,Ss,10,0.002550825725906254,20.7
H_003,walking,Ss,10,0.5804251942290124,112.7
H_004,walking,Ss,10,0.003933995432449561,121.9
H_005,walking,Ss,10,0.001061550264860519,138.0
H_006,walking,Ss,10,2.5372920555908904,34.5
H_007,walking,Ss,10,0.0041730305108950505,57.5
H_008,walking,Ss,10,0.23503479260934432,55.2
H_009,walking,Ss,10,0.0067411141188557944,2.3
H_010,walking,Ss,10,32.872256142106025,2.3
H_011,walking,Ss,10,0.30562821376085814,2.3
H_012,walking,Ss,10,0.018039543212661407,2.3
H_013,walking,Ss,10,0.062427506997284346,2.3
H_014,walking,Ss,10,0.31899717238088754,32.2
H_015,walking,Ss,10,0.07323680370531231,202.4
H_016,walking,Ss,10,42.250348625254745,4.6
H_017,walking,Ss,10,0.581366153687014,163.3
H_018,walking,Ss,10,0.07429313190544357,87.4
H_019,walking,Ss,10,0.02400235102532964,168.0
H_020,walking,Ss,10,0.0013076392864136528,106.0
H_021,walking,Ss,10,0.5130387736563047,162.0
H_022,walking,Ss,10,0.002209488938112356,1600.0
H_023,walking,Ss,10,0.0,1090.0
H_024,walking,Ss,10,0.0,220.0
H_025,walking,Ss,10,0.002589806751747207,400.0
H_026,walking,Ss,10,0.0008183404856272263,509.0
H_027,walking,Ss,10,0.0007453173268330501,388.0
H_028,walking,Ss,10,0.005091019352716329,612.0
H_029,walking,Ss,10,0.0004267692007117116,1460.0
H_030,walking,Ss,10,0.014284113270597509,774.0
PV_001,walking,Ss,10,0.0,10791.0
PV_002,walking,Ss,10,0.0028402710212539675,4367.0
PV_003,walking,Ss,10,0.003461985263650075,6515.0
PV_004,walking,Ss,10,0.060074882040091516,3265.0
PV_005,walking,Ss,10,0.006286751993298822,3873.0
PV_006,walking,Ss,10,0.005133491616003881,5035.0
PV_007,walking,Ss,10,0.0,5276.0
PV_008,walking,Ss,10,0.005375166650744948,4964.0
PV_009,walking,Ss,10,0.0,4400.0
PV_010,walking,Ss,10,0.00043070033105125743,3329.0
PV_011,walking,Ss,10,0.0,6704.0
PV_012,walking,Ss,10,0.007220437245517875,3249.0
PV_013,walking,Ss,10,0.0048877395378113956,6236.0
PV_014,walking,Ss,10,0.0015504017334917412,6634.0
PV_015,walking,Ss,10,0.009799053282874297,3928.0
PV_016,walking,Ss,10,0.0010293971945370974,11801.0
PV_017,walking,Ss,10,0.0,22319.0
PV_018,walking,Ss,10,0.0015180341015782035,12664.0
PV_019,walking,Ss,10,0.004894610951705012,6009.0
PV_020,walking,Ss,10,0.011182115390708574,8696.0
PV_021,walking,Ss,10,0.0016610118039975517,3140.0
PV_022,walking,Ss,10,0.09284949585383456,3189.0
PV_023,walking,Ss,10,0.003554266506293141,37299.0
PV_024,walking,Ss,10,0.0057950713866979685,3421.0
PV_025,walking,Ss,10,0.019649783175438057,7887.0
PV_026,walking,Ss,10,0.004950952820665895,2781.0
PV_027,walking,Ss,10,0.0,2777.0
PV_028,walking,Ss,10,0.03578243047312748,5005.0
PV_029,walking,Ss,10,0.002416353346854557,4651.0
PV_030,walking,Ss,10,0.11777024272766928,4090.0
PV_031,walking,Ss,10,0.0,4396.0
PV_032,walking,Ss,10,0.01761846399659858,9645.0
PV_033,walking,Ss,10,0.005623310168619396,12357.0
PV_034,walking,Ss,10,0.011430109862445423,5678.0
PV_035,walking,Ss,10,0.0,5802.0
PV_036,walking,Ss,10,0.03092712129387387,2567.0
PV_037,walking,Ss,10,0.001273419937367794,3476.0
PV_038,walking,Ss,10,0.0,13142.0
PV_039,walking,Ss,10,0.01476354603468388,3264.0
PV_040,walking,Ss,10,0.009284449070261212,4472.0
PV_041,walking,Ss,10,0.004523573219764298,5604.0
PV_042,walking,Ss,10,0.0,4002.0
PV_043,walking,Ss,10,0.0015859830633524988,6647.0
PV_044,walking,Ss,10,0.0007809100306540975,30038.0
PV_045,walking,Ss,10,0.0031841091939282308,6746.0
PH_001,walking,Ss,15,0.003869353257892933,3913.0
PH_002,walking,Ss,15,0.0036750576393900416,3209.0
PH_003,walking,Ss,15,0.0,3923.0
PH_004,walking,Ss,15,0.001105326096978292,10775.0
PH_005,walking,Ss,15,0.0,5453.0
PH_006,walking,Ss,15,0.0070985474454682935,17817.0
PH_007,walking,Ss,15,0.005846870498482038,13588.0
PH_008,walking,Ss,15,0.002278105327659998,16756.0
PH_009,walking,Ss,15,0.002574896525578733,8485.0
PH_010,walking,Ss,15,0.0019497651653889161,9682.0
PH_011,walking,Ss,15,0.0019422695168744705,16989.0
PH_012,walking,Ss,15,0.003487434326639181,14147.0
PH_013,walking,Ss,15,0.005946475916878735,4587.0
PH_014,walking,Ss,15,0.0018870378110974265,15655.0
PH_015,walking,Ss,15,0.011541208921536731,5572.0
PH_016,walking,Ss,15,0.0064110738277313225,12066.0
PH_017,walking,Ss,15,0.001213398926079698,6467.0
PH_018,walking,Ss,15,0.03817196165673036,12329.0
PH_019,walking,Ss,15,0.0033878939076443823,9540.0
PH_020,walking,Ss,15,0.0034395453073556327,16071.0
PH_021,walking,Ss,15,0.003361605517363516,3415.0
PH_022,walking,Ss,15,0.0030197616698675635,3444.0
PH_023,walking,Ss,15,0.0023924592793298635,6744.0
PH_024,walking,Ss,15,0.004175694580354819,11876.0
PH_025,walking,Ss,15,0.004310641682948347,5866.0
PH_026,walking,Ss,15,0.006835562991535711,8869.0
PH_027,walking,Ss,15,0.003855702992849413,6419.0
PH_028,walking,Ss,15,0.003949462699783636,3185.0
PH_029,walking,Ss,15,8.397700513054234e-05,7165.0
PH_030,walking,Ss,15,0.002363756569025189,6200.0
PH_031,walking,Ss,15,0.004386528984458655,3534.0
PH_032,walking,Ss,15,0.004535067085529036,10438.0
PH_033,walking,Ss,15,0.0031151817319630473,7907.0
PH_034,walking,Ss,15,0.003565433716050763,11259.0
PH_035,walking,Ss,15,0.0022606292422654955,9662.0
PH_036,walking,Ss,15,0.03020876020436772,9944.0
PH_037,walking,Ss,15,0.005921689546859239,8499.0
PH_038,walking,Ss,15,0.010256292895083419,13258.0
PH_039,walking,Ss,15,4.1998276214924305e-05,11426.0
PH_040,walking,Ss,15,0.005916559698608547,11295.0
PH_041,walking,Ss,15,0.006049243034223769,18247.0
PH_042,walking,Ss,15,0.02681201392973299,4942.0
PH_043,walking,Ss,15,0.024950304372288824,4411.0
PH_044,walking,Ss,15,0.0075651618260239376,4684.0
PH_045,walking,Ss,15,0.02409586444721252,6208.0
PH_046,walking,Ss,15,0.02303397461629554,17407.0
PH_047,walking,Ss,15,0.004497858485264937,24618.0
PH_048,walking,Ss,15,0.001096575148407665,23341.0
PH_049,walking,Ss,15,0.008996283504423625,16843.0
PH_050,walking,Ss,15,0.006335924065749725,11985.0
PH_051,walking,Ss,15,0.005138148248242222,14753.0
PH_052,walking,Ss,15,0.00017817165038973588,22319.0
PH_053,walking,Ss,15,0.005643596509692343,35277.0
PH_054,walking,Ss,15,0.0012704301197256744,3063.0
PH_055,walking,Ss,15,0.016424574695204378,25561.0
PH_056,walking,Ss,15,0.005596138180739465,11404.0
PH_057,walking,Ss,15,0.00673975686788578,6991.0
PH_058,walking,Ss,15,0.006921555025136295,17926.0
PH_059,walking,Ss,15,0.005020801118889735,18748.0
PH_060,walking,Ss,15,0.05077591282532942,4696.0
PH_061,walking,Ss,15,0.0030668584097496157,18720.0
PH_062,walking,Ss,15,0.00209028270317592,13612.0
PH_063,walking,Ss,15,0.013103750015677578,14060.0
PH_064,walking,Ss,15,0.010091840569438607,13467.0
PH_065,walking,Ss,15,0.007103037226270774,21845.0
PH_066,walking,Ss,15,0.011068964107905492,7079.0
PH_067,walking,Ss,15,0.006634716611856189,17833.0
PH_068,walking,Ss,15,0.009629865638953424,5936.0
PH_069,walking,Ss,15,0.013853318705813763,15440.0
PH_070,walking,Ss,15,0.011112397905043878,5280.0
PH_071,walking,Ss,15,0.006414256922434334,18670.0
PH_072,walking,Ss,15,0.0020596714670610226,15831.0
PH_073,walking,Ss,15,0.00474971259285376,12176.0
PH_074,walking,Ss,15,0.007842191797393684,16794.0
PH_075,walking,Ss,15,0.00356565116590347,3620.0
PH_076,walking,Ss,15,0.012989510529648184,4280.0
PH_077,walking,Ss,15,0.005960751206630543,21799.0
PH_078,walking,Ss,15,0.005387251210296673,10026.0
C_022,walking,Ss,15,0.007339086139217155,3947.0
C_023,walking,Ss,15,0.0032456688913460536,6034.0
C_024,walking,Ss,15,4.918978866653047e-05,10071.0
C_025,walking,Ss,15,0.0046196876798669274,11614.0
C_026,walking,Ss,15,0.007493963611235012,4499.0
C_011,walking,Ss,15,0.001053882115268074,3904.0
C_012,walking,Ss,15,0.0035509218029525914,4839.0
C_013,walking,Ss,15,0.010026291684956957,3999.0
C_014,walking,Ss,15,0.009686352121192078,5698.0
C_015,walking,Ss,15,0.003838964619122698,4432.0
C_008,walking,Ss,15,0.0027649642377548522,7247.0
C_009,walking,Ss,15,0.0037012874677113893,4971.0
C_010,walking,Ss,15,0.0011869845650738405,6353.0
C_004,walking,Ss,15,0.012580174969465119,4929.0
C_005,walking,Ss,15,0.009033248237905663,3557.0
C_006,walking,Ss,15,0.012976873428189567,6615.0
C_007,walking,Ss,15,0.00828165542230284,13786.0
C_001,walking,Ss,15,0.003985724427014564,11335.0
C_002,walking,Ss,15,0.010987388225032813,4039.0
C_003,walking,Ss,15,0.00685874915488679,3500.0
C_018,walking,Ss,15,0.0027592203383598013,8550.0
C_019,walking,Ss,15,0.013594603114246562,4950.0
C_020,walking,Ss,15,0.005228637159263333,8980.0
C_021,walking,Ss,15,0.0033204795438670663,14586.0
C_016,walking,Ss,15,0.0032200499437709112,4909.0
C_017,walking,Ss,15,0.004322150406517199,3179.0
H_001,walking,Ss,15,0.0018397619578956353,41.0
H_002,walking,Ss,15,0.4067804126690171,20.7
H_003,walking,Ss,15,0.7169417934544053,112.7
H_004,walking,Ss,15,0.010540731005020851,121.9
H_005,walking,Ss,15,0.005173931344003388,138.0
H_006,walking,Ss,15,1.7409405929466535,34.5
H_007,walking,Ss,15,0.3770524140672599,57.5
H_008,walking,Ss,15,0.20954811020126388,55.2
H_009,walking,Ss,15,4.3652995339609975,2.3
H_010,walking,Ss,15,27.90701505566237,2.3
H_011,walking,Ss,15,0.09065351663344429,2.3
H_012,walking,Ss,15,0.010312894372648826,2.3
H_013,walking,Ss,15,0.06137102342133094,2.3
H_014,walking,Ss,15,0.6376687132433392,32.2
H_015,walking,Ss,15,0.02506571176465952,202.4
H_016,walking,Ss,15,1.4600424996581065,4.6
H_017,walking,Ss,15,0.5767375435616431,163.3
H_018,walking,Ss,15,2.0551976009256903,87.4
H_019,walking,Ss,15,0.02337761826479766,168.0
H_020,walking,Ss,15,0.0010557992468854655,106.0
H_021,walking,Ss,15,0.2581670574236895,162.0
H_022,walking,Ss,15,0.0023552144150259854,1600.0
H_023,walking,Ss,15,0.0,1090.0
H_024,walking,Ss,15,0.0019032115056448076,220.0
H_025,walking,Ss,15,0.0033953396019060526,400.0
H_026,walking,Ss,15,0.08060930835539595,509.0
H_027,walking,Ss,15,0.004211716488603686,388.0
H_028,walking,Ss,15,0.004033350672204966,612.0
H_029,walking,Ss,15,0.0017924074024091533,1460.0
H_030,walking,Ss,15,0.006333846606888561,774.0
PV_001,walking,Ss,15,0.00037842936360922395,10791.0
