origin_id,mode,facility_type,Tr,AF_k,P_i
H_013,driving,Ss,15,0.014258899404840032,2.3
H_014,driving,Ss,15,0.01816209219697811,32.2
H_015,driving,Ss,15,0.021704560761959903,202.4
H_016,driving,Ss,15,0.019925176652309567,4.6
H_017,driving,Ss,15,0.015487509975854487,163.3
H_018,driving,Ss,15,0.022492739087419195,87.4
H_019,driving,Ss,15,0.02470714710869657,168.0
H_020,driving,Ss,15,0.008379658258792723,106.0
H_021,driving,Ss,15,0.023856988188279634,162.0
H_022,driving,Ss,15,0.022220442307662534,1600.0
H_023,driving,Ss,15,0.012669347971268305,1090.0
H_024,driving,Ss,15,0.018939866300518998,220.0
H_025,driving,Ss,15,0.010095987374738597,400.0
H_026,driving,Ss,15,0.014446347949450478,509.0
H_027,driving,Ss,15,0.017253586543518128,388.0
H_028,driving,Ss,15,0.0189506531129226,612.0
H_029,driving,Ss,15,0.025177779689247847,1460.0
H_030,driving,Ss,15,0.017033283435098766,774.0
PV_001,driving,Ss,15,0.0038741183209918444,10791.0
PV_002,driving,Ss,15,0.019931604508271635,4367.0
PV_003,driving,Ss,15,0.0073567608819269,6515.0
PV_004,driving,Ss,15,0.011764838943860432,3265.0
PV_005,driving,Ss,15,0.00888243261896407,3873.0
PV_006,driving,Ss,15,0.0029604726732558495,5035.0
PV_007,driving,Ss,15,0.003908141322393418,5276.0
PV_008,driving,Ss,15,0.003978250358137715,4964.0
PV_009,driving,Ss,15,0.005495882966791531,4400.0
PV_010,driving,Ss,15,0.0027354711643868177,3329.0
PV_011,driving,Ss,15,0.008397778775602617,6704.0
PV_012,driving,Ss,15,0.004294335993353114,3249.0
PV_013,driving,Ss,15,0.011952521654602428,6236.0
PV_014,driving,Ss,15,0.00752517900113761,6634.0
PV_015,driving,Ss,15,0.004761729071663917,3928.0
PV_016,driving,Ss,15,0.0024173792505789876,11801.0
PV_017,driving,Ss,15,0.0030491669129903247,22319.0
PV_018,driving,Ss,15,0.00392480373988344,12664.0
PV_019,driving,Ss,15,0.012703174015872535,6009.0
PV_020,driving,Ss,15,0.006716421848430056,8696.0
PV_021,driving,Ss,15,0.016027663287052983,3140.0
PV_022,driving,Ss,15,0.00979579721245926,3189.0
PV_023,driving,Ss,15,0.03612556938454377,37299.0
PV_024,driving,Ss,15,0.005651835622770021,3421.0
PV_025,driving,Ss,15,0.007718252992410076,7887.0
PV_026,driving,Ss,15,0.004425277967903552,2781.0
PV_027,driving,Ss,15,0.002902656621237816,2777.0
PV_028,driving,Ss,15,0.010780355689267895,5005.0
PV_029,driving,Ss,15,0.005262518960054854,4651.0
PV_030,driving,Ss,15,0.004526103154003122,4090.0
PV_031,driving,Ss,15,0.007366349386563672,4396.0
PV_032,driving,Ss,15,0.0026952928573716057,9645.0
PV_033,driving,Ss,15,0.004266611581079265,12357.0
PV_034,driving,Ss,15,0.01601264045896244,5678.0
PV_035,driving,Ss,15,0.0024587364951270336,5802.0
PV_036,driving,Ss,15,0.009751062559902579,2567.0
PV_037,driving,Ss,15,0.012581044743529562,3476.0
PV_038,driving,Ss,15,0.010678513715787336,13142.0
PV_039,driving,Ss,15,0.00955605725646407,3264.0
PV_040,driving,Ss,15,0.021571763945969918,4472.0
PV_041,driving,Ss,15,0.031429545340821576,5604.0
PV_042,driving,Ss,15,0.003913225042044265,4002.0
PV_043,driving,Ss,15,0.01019026343744981,6647.0
PV_044,driving,Ss,15,0.011051951177542861,30038.0
PV_045,driving,Ss,15,0.007938054147198776,6746.0
PH_001,driving,Ss,30,0.012400064743906525,3913.0
PH_002,driving,Ss,30,0.011171262127674737,3209.0
PH_003,driving,Ss,30,0.011127436714723353,3923.0
PH_004,driving,Ss,30,0.011263281511052946,10775.0
PH_005,driving,Ss,30,0.011478825255870365,5453.0
PH_006,driving,Ss,30,0.011597469366327424,17817.0
PH_007,driving,Ss,30,0.011537335136736432,13588.0
PH_008,driving,Ss,30,0.011957298480662142,16756.0
PH_009,driving,Ss,30,0.012323506751655017,8485.0
PH_010,driving,Ss,30,0.011778017836521467,9682.0
PH_011,driving,Ss,30,0.011919628204790277,16989.0
PH_012,driving,Ss,30,0.011796619034858466,14147.0
PH_013,driving,Ss,30,0.011447748439967003,4587.0
PH_014,driving,Ss,30,0.010010896645456293,15655.0
PH_015,driving,Ss,30,0.011802278990937371,5572.0
PH_016,driving,Ss,30,0.011754991730881275,12066.0
PH_017,driving,Ss,30,0.01033025299450131,6467.0
PH_018,driving,Ss,30,0.01088345935086283,12329.0
PH_019,driving,Ss,30,0.01025543786118399,9540.0
PH_020,driving,Ss,30,0.009984946560118956,16071.0
PH_021,driving,Ss,30,0.00827919691169064,3415.0
PH_022,driving,Ss,30,0.007186777452783654,3444.0
PH_023,driving,Ss,30,0.007622111391053658,6744.0
PH_024,driving,Ss,30,0.007887207243741097,11876.0
PH_025,driving,Ss,30,0.00600719364643132,5866.0
PH_026,driving,Ss,30,0.007788748355606416,8869.0
PH_027,driving,Ss,30,0.004186048890235048,6419.0
PH_028,driving,Ss,30,0.004580100608020646,3185.0
PH_029,driving,Ss,30,0.005116671963670394,7165.0
PH_030,driving,Ss,30,0.007030792942705602,6200.0
PH_031,driving,Ss,30,0.009055939634827056,3534.0
PH_032,driving,Ss,30,0.008800433491316905,10438.0
PH_033,driving,Ss,30,0.006766714773646368,7907.0
PH_034,driving,Ss,30,0.009443105715995454,11259.0
PH_035,driving,Ss,30,0.005381131331954923,9662.0
PH_036,driving,Ss,30,0.010975055968685869,9944.0
PH_037,driving,Ss,30,0.010022383370222095,8499.0
PH_038,driving,Ss,30,0.009857743671578847,13258.0
PH_039,driving,Ss,30,0.0102654762830691,11426.0
PH_040,driving,Ss,30,0.010122841531994905,11295.0
PH_041,driving,Ss,30,0.011148011490465022,18247.0
PH_042,driving,Ss,30,0.010489470655550349,4942.0
PH_043,driving,Ss,30,0.01096057742080702,4411.0
PH_044,driving,Ss,30,0.009809203309147913,4684.0
PH_045,driving,Ss,30,0.01048164777259572,6208.0
PH_046,driving,Ss,30,0.009639252204696618,17407.0
PH_047,driving,Ss,30,0.008665603252248234,24618.0
PH_048,driving,Ss,30,0.008236040271976433,23341.0
PH_049,driving,Ss,30,0.011194798725161836,16843.0
PH_050,driving,Ss,30,0.01151457973917874,11985.0
PH_051,driving,Ss,30,0.009017488325095847,14753.0
PH_052,driving,Ss,30,0.007595556604456252,22319.0
PH_053,driving,Ss,30,0.008573590032772,35277.0
PH_054,driving,Ss,30,0.0028483542459110532,3063.0
PH_055,driving,Ss,30,0.010756430808552977,25561.0
PH_056,driving,Ss,30,0.009844809238245487,11404.0
PH_057,driving,Ss,30,0.00875550133068385,6991.0
PH_058,driving,Ss,30,0.009104453703618376,17926.0
PH_059,driving,Ss,30,0.00908895455555474,18748.0
PH_060,driving,Ss,30,0.011299570467815743,4696.0
PH_061,driving,Ss,30,0.009567665429865833,18720.0
PH_062,driving,Ss,30,0.007464755583264958,13612.0
PH_063,driving,Ss,30,0.009039470072170437,14060.0
PH_064,driving,Ss,30,0.005228940289539166,13467.0
PH_065,driving,Ss,30,0.008737340892112104,21845.0
PH_066,driving,Ss,30,0.00856244304691357,7079.0
PH_067,driving,Ss,30,0.009934509669119003,17833.0
PH_068,driving,Ss,30,0.00970793882689243,5936.0
PH_069,driving,Ss,30,0.010732522927809365,15440.0
PH_070,driving,Ss,30,0.010647824122767779,5280.0
PH_071,driving,Ss,30,0.008922359718543662,18670.0
PH_072,driving,Ss,30,0.010608772493063403,15831.0
PH_073,driving,Ss,30,0.011424729102003543,12176.0
PH_074,driving,Ss,30,0.011827920049478842,16794.0
PH_075,driving,Ss,30,0.009585021426790548,3620.0
PH_076,driving,Ss,30,0.00817669920307244,4280.0
PH_077,driving,Ss,30,0.008346685368328907,21799.0
PH_078,driving,Ss,30,0.006803377562604006,10026.0
C_022,driving,Ss,30,0.007983299794841735,3947.0
C_023,driving,Ss,30,0.01105794864896627,6034.0
C_024,driving,Ss,30,0.009274530684517217,10071.0
C_025,driving,Ss,30,0.008836259598565866,11614.0
C_026,driving,Ss,30,0.005132450550858397,4499.0
C_011,driving,Ss,30,0.00876321157447058,3904.0
C_012,driving,Ss,30,0.009195902551921917,4839.0
C_013,driving,Ss,30,0.009289473819384702,3999.0
C_014,driving,Ss,30,0.010078155805162465,5698.0
C_015,driving,Ss,30,0.006289973649960183,4432.0
C_008,driving,Ss,30,0.009304501385256679,7247.0
C_009,driving,Ss,30,0.00677527221649225,4971.0
C_010,driving,Ss,30,0.007320378514752695,6353.0
C_004,driving,Ss,30,0.008986337288479947,4929.0
C_005,driving,Ss,30,0.011330451631665923,3557.0
C_006,driving,Ss,30,0.009309274190323593,6615.0
C_007,driving,Ss,30,0.00832597571002518,13786.0
C_001,driving,Ss,30,0.010062388797102277,11335.0
C_002,driving,Ss,30,0.009102114180743102,4039.0
C_003,driving,Ss,30,0.01088691739572638,3500.0
C_018,driving,Ss,30,0.01010362391181068,8550.0
C_019,driving,Ss,30,0.006757762096157252,4950.0
C_020,driving,Ss,30,0.009888513073037196,8980.0
C_021,driving,Ss,30,0.008807741997983332,14586.0
C_016,driving,Ss,30,0.007761354368045975,4909.0
C_017,driving,Ss,30,0.009544543731965598,3179.0
H_001,driving,Ss,30,0.008050197367503925,41.0
H_002,driving,Ss,30,0.008875245432313699,20.7
H_003,driving,Ss,30,0.009133755076332906,112.7
H_004,driving,Ss,30,0.009084100078902358,121.9
H_005,driving,Ss,30,0.009178881291728015,138.0
H_006,driving,Ss,30,0.008873927134235285,34.5
H_007,driving,Ss,30,0.007731399713599925,57.5
H_008,driving,Ss,30,0.00788588689603835,55.2
H_009,driving,Ss,30,0.008762979551958322,2.3
H_010,driving,Ss,30,0.00861123133191108,2.3
H_011,driving,Ss,30,0.008283483851613737,2.3
H_012,driving,Ss,30,0.008116615491099216,2.3
H_013,driving,Ss,30,0.008420310469749878,2.3
H_014,driving,Ss,30,0.008784048528223027,32.2
H_015,driving,Ss,30,0.009499651924569821,202.4
H_016,driving,Ss,30,0.008808522965907957,4.6
H_017,driving,Ss,30,0.00887383867111231,163.3
H_018,driving,Ss,30,0.009477094782345638,87.4
H_019,driving,Ss,30,0.009718963811060334,168.0
H_020,driving,Ss,30,0.008109789764605073,106.0
H_021,driving,Ss,30,0.009298504662280691,162.0
H_022,driving,Ss,30,0.009602712659192386,1600.0
H_023,driving,Ss,30,0.008786684952507133,1090.0
H_024,driving,Ss,30,0.009304645313643825,220.0
H_025,driving,Ss,30,0.008032606589573367,400.0
H_026,driving,Ss,30,0.00831395120029655,509.0
H_027,driving,Ss,30,0.00889485002453021,388.0
H_028,driving,Ss,30,0.009244217524978412,612.0
H_029,driving,Ss,30,0.009768697896023375,1460.0
H_030,driving,Ss,30,0.00914977296940872,774.0
PV_001,driving,Ss,30,0.007939889014923937,10791.0
PV_002,driving,Ss,30,0.00836840328587492,4367.0
PV_003,driving,Ss,30,0.008141458873437535,6515.0
PV_004,driving,Ss,30,0.00781834031625574,3265.0
PV_005,driving,Ss,30,0.00916923349907117,3873.0
PV_006,driving,Ss,30,0.007285916212751862,5035.0
PV_007,driving,Ss,30,0.007425325132963884,5276.0
PV_008,driving,Ss,30,0.008278581013633116,4964.0
PV_009,driving,Ss,30,0.006824299310511025,4400.0
PV_010,driving,Ss,30,0.007048282250289817,3329.0
PV_011,driving,Ss,30,0.008865948426358657,6704.0
PV_012,driving,Ss,30,0.006398257735504153,3249.0
PV_013,driving,Ss,30,0.0077837658095885305,6236.0
PV_014,driving,Ss,30,0.006870884366610283,6634.0
PV_015,driving,Ss,30,0.009368505462923638,3928.0
PV_016,driving,Ss,30,0.006281574675320393,11801.0
PV_017,driving,Ss,30,0.005864546361093064,22319.0
PV_018,driving,Ss,30,0.0069940756369479854,12664.0
PV_019,driving,Ss,30,0.008143985259800887,6009.0
PV_020,driving,Ss,30,0.006939960134388153,8696.0
PV_021,driving,Ss,30,0.008709587200921614,3140.0
PV_022,driving,Ss,30,0.007693114856382564,3189.0
PV_023,driving,Ss,30,0.009610032682715404,37299.0
PV_024,driving,Ss,30,0.0064287292781300695,3421.0
PV_025,driving,Ss,30,0.009193438668661647,7887.0
PV_026,driving,Ss,30,0.006523861898379222,2781.0
PV_027,driving,Ss,30,0.005742007524858667,2777.0
PV_028,driving,Ss,30,0.009974753451949302,5005.0
PV_029,driving,Ss,30,0.008866330620925296,4651.0
PV_030,driving,Ss,30,0.00908619007638428,4090.0
PV_031,driving,Ss,30,0.009657113347200652,4396.0
PV_032,driving,Ss,30,0.0055497083882409355,9645.0
PV_033,driving,Ss,30,0.007898437737440393,12357.0
PV_034,driving,Ss,30,0.010672929186611163,5678.0
PV_035,driving,Ss,30,0.00898825245817824,5802.0
PV_036,driving,Ss,30,0.01013209144975523,2567.0
PV_037,driving,Ss,30,0.010978084261866623,3476.0
PV_038,driving,Ss,30,0.010770097551403946,13142.0
PV_039,driving,Ss,30,0.010437096496474526,3264.0
PV_040,driving,Ss,30,0.010502736746253056,4472.0
PV_041,driving,Ss,30,0.010825045931515002,5604.0
PV_042,driving,Ss,30,0.009414373031034571,4002.0
PV_043,driving,Ss,30,0.010467014998273466,6647.0
PV_044,driving,Ss,30,0.010725142739473404,30038.0
PV_045,driving,Ss,30,0.010294771065545081,6746.0
PH_001,driving,Ss,60,0.009851367476234009,3913.0
PH_002,driving,Ss,60,0.009614173097779257,3209.0
PH_003,driving,Ss,60,0.009664628960320045,3923.0
PH_004,driving,Ss,60,0.009693443815816981,10775.0
PH_005,driving,Ss,60,0.009728834905041455,5453.0
PH_006,driving,Ss,60,0.00974455499841834,17817.0
PH_007,driving,Ss,60,0.009739182734309676,13588.0
PH_008,driving,Ss,60,0.009811843131267987,16756.0
PH_009,driving,Ss,60,0.00987737366862024,8485.0
PH_010,driving,Ss,60,0.009786869526640821,9682.0
PH_011,driving,Ss,60,0.009790026872846698,16989.0
PH_012,driving,Ss,60,0.009765684934893515,14147.0
PH_013,driving,Ss,60,0.009654677312585755,4587.0
PH_014,driving,Ss,60,0.009389343733415215,15655.0
PH_015,driving,Ss,60,0.009781740249024725,5572.0
PH_016,driving,Ss,60,0.009768406254128637,12066.0
PH_017,driving,Ss,60,0.00953030469375538,6467.0
PH_018,driving,Ss,60,0.009619039777329844,12329.0
PH_019,driving,Ss,60,0.009427404961469198,9540.0
PH_020,driving,Ss,60,0.009376608089083508,16071.0
PH_021,driving,Ss,60,0.008963880342890737,3415.0
PH_022,driving,Ss,60,0.008663268527159328,3444.0
PH_023,driving,Ss,60,0.009005425569901727,6744.0
PH_024,driving,Ss,60,0.009069026871901226,11876.0
PH_025,driving,Ss,60,0.008626026371971117,5866.0
PH_026,driving,Ss,60,0.009035836935435967,8869.0
PH_027,driving,Ss,60,0.008126124469532441,6419.0
PH_028,driving,Ss,60,0.008291468468858323,3185.0
PH_029,driving,Ss,60,0.008295755059396968,7165.0
PH_030,driving,Ss,60,0.00859768120009469,6200.0
PH_031,driving,Ss,60,0.009223033970177189,3534.0
PH_032,driving,Ss,60,0.00908851001381893,10438.0
PH_033,driving,Ss,60,0.008815081198460159,7907.0
PH_034,driving,Ss,60,0.00927215950379666,11259.0
PH_035,driving,Ss,60,0.008519184231287637,9662.0
PH_036,driving,Ss,60,0.009619524240251698,9944.0
PH_037,driving,Ss,60,0.00946728210163393,8499.0
PH_038,driving,Ss,60,0.009435723590151327,13258.0
PH_039,driving,Ss,60,0.00950973079833514,11426.0
PH_040,driving,Ss,60,0.009458638457821168,11295.0
PH_041,driving,Ss,60,0.009640724529075774,18247.0
PH_042,driving,Ss,60,0.009563654169336399,4942.0
PH_043,driving,Ss,60,0.009629740578093415,4411.0
PH_044,driving,Ss,60,0.009347543451111539,4684.0
PH_045,driving,Ss,60,0.009518127202718496,6208.0
PH_046,driving,Ss,60,0.009366843706271014,17407.0
PH_047,driving,Ss,60,0.009219324278323551,24618.0
PH_048,driving,Ss,60,0.009132089178469704,23341.0
PH_049,driving,Ss,60,0.009636907276828689,16843.0
PH_050,driving,Ss,60,0.009734481359821157,11985.0
PH_051,driving,Ss,60,0.00928337294940144,14753.0
PH_052,driving,Ss,60,0.00900543815567644,22319.0
PH_053,driving,Ss,60,0.009196735728694264,35277.0
PH_054,driving,Ss,60,0.007863689623956439,3063.0
PH_055,driving,Ss,60,0.009564455652188159,25561.0
PH_056,driving,Ss,60,0.009435862251179025,11404.0
PH_057,driving,Ss,60,0.009228500579346667,6991.0
PH_058,driving,Ss,60,0.00930027404763591,17926.0
PH_059,driving,Ss,60,0.009211996119877127,18748.0
PH_060,driving,Ss,60,0.009675909372449776,4696.0
PH_061,driving,Ss,60,0.009390285114520234,18720.0
PH_062,driving,Ss,60,0.00898630662708306,13612.0
PH_063,driving,Ss,60,0.009286602506450456,14060.0
PH_064,driving,Ss,60,0.008492801491502042,13467.0
PH_065,driving,Ss,60,0.009208750942968096,21845.0
PH_066,driving,Ss,60,0.009182310655227205,7079.0
PH_067,driving,Ss,60,0.00942899540486586,17833.0
PH_068,driving,Ss,60,0.009395259246014982,5936.0
PH_069,driving,Ss,60,0.009582879635015602,15440.0
PH_070,driving,Ss,60,0.009571103181735395,5280.0
PH_071,driving,Ss,60,0.009153858430014528,18670.0
PH_072,driving,Ss,60,0.00957457292757299,15831.0
PH_073,driving,Ss,60,0.009708807688327518,12176.0
PH_074,driving,Ss,60,0.009774932419401543,16794.0
PH_075,driving,Ss,60,0.009299091686332988,3620.0
PH_076,driving,Ss,60,0.009120739291834525,4280.0
PH_077,driving,Ss,60,0.0091532717006155,21799.0
PH_078,driving,Ss,60,0.008847041878195449,10026.0
C_022,driving,Ss,60,0.009086252492926807,3947.0
C_023,driving,Ss,60,0.00963283769648917,6034.0
C_024,driving,Ss,60,0.009301953758352733,10071.0
C_025,driving,Ss,60,0.009230702191665361,11614.0
C_026,driving,Ss,60,0.00843992968140596,4499.0
C_011,driving,Ss,60,0.009241469497334114,3904.0
C_012,driving,Ss,60,0.009323244830137049,4839.0
C_013,driving,Ss,60,0.009314572049232559,3999.0
C_014,driving,Ss,60,0.009461426612002222,5698.0
C_015,driving,Ss,60,0.008743565413164792,4432.0
C_008,driving,Ss,60,0.009215599928049135,7247.0
C_009,driving,Ss,60,0.008842767683894498,4971.0
C_010,driving,Ss,60,0.008958507476958344,6353.0
C_004,driving,Ss,60,0.009264109787555994,4929.0
C_005,driving,Ss,60,0.009692614535952639,3557.0
C_006,driving,Ss,60,0.009323342453932095,6615.0
C_007,driving,Ss,60,0.009151251662815475,13786.0
C_001,driving,Ss,60,0.00940639091719303,11335.0
C_002,driving,Ss,60,0.009299726895694827,4039.0
C_003,driving,Ss,60,0.009626633612729663,3500.0
C_018,driving,Ss,60,0.009475229625223482,8550.0
C_019,driving,Ss,60,0.008831473857123288,4950.0
C_020,driving,Ss,60,0.00944172502713219,8980.0
C_021,driving,Ss,60,0.009247254983438657,14586.0
C_016,driving,Ss,60,0.00904180980051389,4909.0
C_017,driving,Ss,60,0.00933033647759509,3179.0
H_001,driving,Ss,60,0.007695181869201844,41.0
H_002,driving,Ss,60,0.007840406452821618,20.7
H_003,driving,Ss,60,0.007896869796532915,112.7
H_004,driving,Ss,60,0.007900579744209059,121.9
H_005,driving,Ss,60,0.007921288065453828,138.0
H_006,driving,Ss,60,0.0078429635327437,34.5
H_007,driving,Ss,60,0.007611676502995757,57.5
H_008,driving,Ss,60,0.0076399020161296675,55.2
H_009,driving,Ss,60,0.00781553369728797,2.3
H_010,driving,Ss,60,0.007790505549599157,2.3
H_011,driving,Ss,60,0.007723215891358211,2.3
H_012,driving,Ss,60,0.007709826627142084,2.3
H_013,driving,Ss,60,0.007748918553380745,2.3
H_014,driving,Ss,60,0.00782580039132485,32.2
H_015,driving,Ss,60,0.00798254938931201,202.4
H_016,driving,Ss,60,0.00783159528716755,4.6
H_017,driving,Ss,60,0.007859915563756786,163.3
H_018,driving,Ss,60,0.007976572117892575,87.4
H_019,driving,Ss,60,0.008023352725558028,168.0
H_020,driving,Ss,60,0.007708359846547259,106.0
H_021,driving,Ss,60,0.007926184302729065,162.0
H_022,driving,Ss,60,0.008003274580240726,1600.0
H_023,driving,Ss,60,0.00783810541073701,1090.0
H_024,driving,Ss,60,0.007944729199540609,220.0
H_025,driving,Ss,60,0.007674581569663696,400.0
H_026,driving,Ss,60,0.007726138946490529,509.0
H_027,driving,Ss,60,0.007849457232320382,388.0
H_028,driving,Ss,60,0.007931804947662017,612.0
H_029,driving,Ss,60,0.00803314780520733,1460.0
H_030,driving,Ss,60,0.007915516005065317,774.0
PV_001,driving,Ss,60,0.008982185309206588,10791.0
PV_002,driving,Ss,60,0.00839943454537527,4367.0
PV_003,driving,Ss,60,0.008615719142183353,6515.0
PV_004,driving,Ss,60,0.008676086237502044,3265.0
PV_005,driving,Ss,60,0.009067599593565635,3873.0
PV_006,driving,Ss,60,0.008484984644999298,5035.0
PV_007,driving,Ss,60,0.008394572807517292,5276.0
PV_008,driving,Ss,60,0.00896877676907753,4964.0
PV_009,driving,Ss,60,0.008461854726591665,4400.0
PV_010,driving,Ss,60,0.008429970476036634,3329.0
PV_011,driving,Ss,60,0.008977129674503054,6704.0
PV_012,driving,Ss,60,0.008695710016001603,3249.0
PV_013,driving,Ss,60,0.00861988304396059,6236.0
PV_014,driving,Ss,60,0.008818822707565361,6634.0
PV_015,driving,Ss,60,0.009320745864987583,3928.0
PV_016,driving,Ss,60,0.008725748134202814,11801.0
PV_017,driving,Ss,60,0.008417857692629812,22319.0
PV_018,driving,Ss,60,0.008871131595833444,12664.0
PV_019,driving,Ss,60,0.008907098521993315,6009.0
PV_020,driving,Ss,60,0.008842697834839883,8696.0
PV_021,driving,Ss,60,0.009061223087468356,3140.0
PV_022,driving,Ss,60,0.009004283093973671,3189.0
PV_023,driving,Ss,60,0.00924902465348684,37299.0
PV_024,driving,Ss,60,0.0085003163812659,3421.0
PV_025,driving,Ss,60,0.009217115892638112,7887.0
PV_026,driving,Ss,60,0.008745237212972788,2781.0
PV_027,driving,Ss,60,0.007983140802893864,2777.0
PV_028,driving,Ss,60,0.009421535807352508,5005.0
PV_029,driving,Ss,60,0.009151426190892962,4651.0
PV_030,driving,Ss,60,0.009216242052154022,4090.0
PV_031,driving,Ss,60,0.009376471310776534,4396.0
PV_032,driving,Ss,60,0.008550567671276776,9645.0
PV_033,driving,Ss,60,0.009060845414061096,12357.0
PV_034,driving,Ss,60,0.009596696269443164,5678.0
PV_035,driving,Ss,60,0.009192555846394895,5802.0
PV_036,driving,Ss,60,0.00945589293139941,2567.0
PV_037,driving,Ss,60,0.009641509795221883,3476.0
PV_038,driving,Ss,60,0.009603957321067974,13142.0
PV_039,driving,Ss,60,0.009542709744235286,3264.0
PV_040,driving,Ss,60,0.009463453718057827,4472.0
PV_041,driving,Ss,60,0.00951733648830569,5604.0
PV_042,driving,Ss,60,0.009273244784277027,4002.0
PV_043,driving,Ss,60,0.009522298677089489,6647.0
PV_044,driving,Ss,60,0.009570771547094783,30038.0
PV_045,driving,Ss,60,0.009499794546547063,6746.0
PH_001,driving,OS,15,1.6051121175975203,3913.0
PH_002,driving,OS,15,1.4870690005101896,3209.0
PH_003,driving,OS,15,0.5737497053756281,3923.0
PH_004,driving,OS,15,0.6397035956730214,10775.0
PH_005,driving,OS,15,0.5395032166493565,5453.0
PH_006,driving,OS,15,0.7184912151606269,17817.0
PH_007,driving,OS,15,0.7397966498961452,13588.0
PH_008,driving,OS,15,0.8297051874642132,16756.0
PH_009,driving,OS,15,0.9129517642982906,8485.0
PH_010,driving,OS,15,0.711057902283851,9682.0
PH_011,driving,OS,15,0.8761065046786828,16989.0
PH_012,driving,OS,15,1.0372037730446209,14147.0
PH_013,driving,OS,15,1.432993540046106,4587.0
PH_014,driving,OS,15,1.4456918701039656,15655.0
PH_015,driving,OS,15,0.8722002528556788,5572.0
PH_016,driving,OS,15,0.9636716817265818,12066.0
PH_017,driving,OS,15,0.3337051144205176,6467.0
PH_018,driving,OS,15,1.0528548082412656,12329.0
PH_019,driving,OS,15,1.5142309503221023,9540.0
PH_020,driving,OS,15,0.7096794404972867,16071.0
PH_021,driving,OS,15,2.293229083256435,3415.0
PH_022,driving,OS,15,1.383378247502034,3444.0
PH_023,driving,OS,15,1.0673391825293053,6744.0
PH_024,driving,OS,15,0.9198960960440786,11876.0
PH_025,driving,OS,15,0.5030965753968594,5866.0
PH_026,driving,OS,15,0.7089806151975429,8869.0
PH_027,driving,OS,15,0.09431015420335857,6419.0
PH_028,driving,OS,15,0.1614203664428841,3185.0
PH_029,driving,OS,15,0.1019882698472609,7165.0
PH_030,driving,OS,15,0.6855713017552824,6200.0
PH_031,driving,OS,15,0.8450518115359796,3534.0
PH_032,driving,OS,15,1.6884234475835929,10438.0
PH_033,driving,OS,15,0.25971720293204037,7907.0
PH_034,driving,OS,15,1.4386679397668491,11259.0
PH_035,driving,OS,15,0.06270359672109378,9662.0
PH_036,driving,OS,15,1.3724789688793988,9944.0
PH_037,driving,OS,15,0.8078562681367423,8499.0
PH_038,driving,OS,15,0.6805689612488881,13258.0
PH_039,driving,OS,15,0.5485278320209456,11426.0
PH_040,driving,OS,15,0.6390699102523619,11295.0
PH_041,driving,OS,15,1.2800094667103303,18247.0
PH_042,driving,OS,15,1.4378034560165784,4942.0
PH_043,driving,OS,15,1.0883952976076243,4411.0
PH_044,driving,OS,15,1.1982614923487684,4684.0
PH_045,driving,OS,15,0.760124238792244,6208.0
PH_046,driving,OS,15,1.1934351168022863,17407.0
PH_047,driving,OS,15,0.5546170583896891,24618.0
PH_048,driving,OS,15,0.2723613919621712,23341.0
PH_049,driving,OS,15,1.2249491763688576,16843.0
PH_050,driving,OS,15,1.1007653847371517,11985.0
PH_051,driving,OS,15,0.3294788825391369,14753.0
PH_052,driving,OS,15,0.2182413873166223,22319.0
PH_053,driving,OS,15,0.37291398581435137,35277.0
PH_054,driving,OS,15,0.0,3063.0
PH_055,driving,OS,15,0.9225373785941121,25561.0
PH_056,driving,OS,15,0.5200195269329922,11404.0
PH_057,driving,OS,15,0.38001042302825033,6991.0
PH_058,driving,OS,15,0.3943161998328206,17926.0
PH_059,driving,OS,15,0.2788087514620702,18748.0
PH_060,driving,OS,15,1.2828176112398024,4696.0
PH_061,driving,OS,15,0.41324079606450254,18720.0
PH_062,driving,OS,15,0.1276281925381468,13612.0
PH_063,driving,OS,15,0.24228856328534162,14060.0
PH_064,driving,OS,15,0.004724132492892895,13467.0
PH_065,driving,OS,15,0.4708329630518831,21845.0
PH_066,driving,OS,15,0.46949087701724124,7079.0
PH_067,driving,OS,15,0.5992059612307463,17833.0
PH_068,driving,OS,15,0.6376530651292469,5936.0
PH_069,driving,OS,15,0.8858181081053149,15440.0
PH_070,driving,OS,15,0.7626833978971994,5280.0
PH_071,driving,OS,15,1.3117757856438905,18670.0
PH_072,driving,OS,15,0.8150377529057841,15831.0
PH_073,driving,OS,15,1.0597005891848177,12176.0
PH_074,driving,OS,15,1.528092170700006,16794.0
PH_075,driving,OS,15,1.315027118636214,3620.0
PH_076,driving,OS,15,0.28537284173470556,4280.0
PH_077,driving,OS,15,0.33240626163351583,21799.0
PH_078,driving,OS,15,0.15766901705383363,10026.0
C_010,driving,OS,15,0.05858027637279052,6353.0
C_011,driving,OS,15,0.19159912249852112,3904.0
C_012,driving,OS,15,0.21690210973509488,4839.0
C_013,driving,OS,15,0.42459269430180596,3999.0
C_014,driving,OS,15,0.5551215477654629,5698.0
C_015,driving,OS,15,0.05382219549640198,4432.0
C_016,driving,OS,15,0.13220559392406686,4909.0
C_017,driving,OS,15,0.40046780076476873,3179.0
C_018,driving,OS,15,0.6657367797530289,8550.0
C_019,driving,OS,15,0.17162271579414096,4950.0
