mode,facility_type,Tr,dest_id,S_j,demand_sum,R_j
walking,Kin,5,K_063,360.0,7110.9503651934265,0.0506261443986619
walking,Kin,5,K_064,127.0,6340.088275853199,0.020031266833253885
walking,Kin,5,K_065,117.0,7431.713657110613,0.015743340688059906
walking,Kin,5,K_066,142.0,9742.763940224853,0.014574919486012177
walking,Kin,5,K_067,109.0,0.0,0.0
walking,Kin,5,K_068,116.0,3439.008382430882,0.03373065346179958
walking,Kin,5,K_069,243.0,14662.023194403668,0.016573428972118283
walking,Kin,5,K_070,270.0,13574.665854002214,0.019889992350743277
walking,Kin,5,K_071,493.0,12593.230332407578,0.03914801738607985
walking,Kin,5,K_072,148.0,12141.302114559154,0.012189796333502556
walking,Kin,5,K_073,270.0,22887.564862014486,0.011796798900529058
walking,Kin,5,K_074,177.0,22257.267911191408,0.007952458527535664
walking,Kin,5,K_075,213.0,12787.798390695221,0.016656502823424638
walking,Kin,5,K_076,236.0,9014.786577923085,0.026179211006276754
walking,Kin,5,K_077,165.0,15892.529923606617,0.010382236232565498
walking,Kin,5,K_078,174.0,0.0,0.0
walking,Kin,5,K_079,91.0,22827.407953738722,0.003986435962612033
walking,Kin,5,K_080,87.0,0.0,0.0
walking,Kin,5,K_081,83.0,3635.454155617102,0.022830710125104334
walking,Kin,5,K_082,80.0,2270.812089339213,0.03522968737729387
walking,Kin,5,K_083,108.0,14047.585592334182,0.007688153903040533
walking,Kin,5,K_084,92.0,10934.978597757763,0.008413368090072417
walking,Kin,5,K_085,82.0,10402.395889911455,0.0078827993923521
walking,Kin,5,K_086,94.0,2967.420912711059,0.03167733960401353
walking,Kin,5,K_087,118.0,13611.807807095895,0.008668944028028818
walking,Kin,5,K_088,97.0,6500.494987419481,0.014921940588789893
walking,Kin,5,K_089,94.0,21250.063158904897,0.004423516264261504
walking,Kin,5,K_090,96.0,10872.800843674344,0.008829371693665444
walking,Kin,5,K_091,87.0,0.0,0.0
walking,Kin,5,K_092,87.0,14692.205105030058,0.005921507314801539
walking,Kin,5,K_093,103.0,0.0,0.0
walking,Kin,5,K_094,84.0,15355.491357613115,0.005470355721202862
walking,Kin,5,K_095,105.0,11217.412135141527,0.00936044773384581
walking,Kin,5,K_096,91.0,7660.664887495205,0.011878864476703943
walking,Kin,5,K_097,178.0,1226.8271571518658,0.14508971289259276
walking,Kin,5,K_098,111.0,0.20069007549425968,553.091625117132
walking,Kin,5,K_099,87.0,9897.281922111328,0.008790292191802173
walking,Kin,5,K_100,107.0,12003.33517521125,0.008914189134780773
walking,Kin,5,K_101,312.0,1835.464465525783,0.1699842224461835
walking,Kin,5,K_102,76.0,18695.817278712802,0.0040650803795849125
walking,Kin,5,K_103,95.0,9120.658872055536,0.01041591417162494
walking,Kin,5,K_104,52.0,0.0,0.0
walking,Kin,5,K_105,142.0,13598.33132129173,0.01044245772844658
walking,Kin,5,K_106,122.0,15899.862518072865,0.007673022320873938
walking,Kin,5,K_107,118.0,13402.285059223726,0.008804468751303718
walking,Kin,5,K_108,225.0,12586.919326269797,0.017875700492527107
walking,Kin,5,K_109,364.0,5398.738498263153,0.06742315822800155
walking,Kin,5,K_110,245.0,22789.586450352068,0.010750524171807212
walking,Kin,5,K_111,224.0,10017.6585344311,0.02236051460828924
walking,Kin,5,K_112,190.0,6426.160423372993,0.029566644385182018
walking,Kin,5,K_113,132.0,14350.325040934951,0.009198397919452279
walking,Kin,5,K_114,137.0,0.0,0.0
walking,Kin,5,K_115,176.0,11927.558436928448,0.014755744097223893
walking,Kin,5,K_116,266.0,0.0,0.0
walking,Kin,5,K_117,1232.0,0.0,0.0
walking,Kin,5,K_118,289.0,5052.233648713856,0.057202421759249104
walking,Kin,5,K_119,174.0,6834.676991899006,0.025458408671871168
walking,Kin,5,K_120,113.0,19685.689496278275,0.00574021042145176
walking,Kin,5,K_121,193.0,3244.9072436097063,0.05947781724118023
walking,Kin,5,K_122,191.0,23665.921282530613,0.008070676722016725
walking,Kin,5,K_123,219.0,21077.59361437025,0.01039018039757112
walking,Kin,5,K_124,334.0,21205.81836563076,0.01575039426638347
walking,Kin,5,K_125,199.0,1305.1632436626282,0.15247134867325418
walking,Kin,5,K_126,145.0,9610.422847746317,0.015087785657007078
walking,Kin,5,K_127,153.0,8047.111932080741,0.019013032413535573
walking,Kin,5,K_128,246.0,11218.332489427017,0.02192839267617077
walking,Kin,5,K_129,145.0,4021.7337905351706,0.03605410192520597
walking,Kin,5,K_130,66.0,518.7369390970237,0.12723211906768697
walking,Kin,5,K_131,231.0,5625.574200479418,0.04106247500571833
walking,Kin,5,K_132,750.0,0.0,0.0
walking,Kin,5,K_133,129.0,0.8999253747054109,143.34521908800264
walking,Kin,5,K_134,166.0,98.93571180387595,1.6778572365160536
walking,Kin,5,K_135,36.0,98.93571180387595,0.36387265370227667
walking,Kin,5,K_136,208.0,14904.274722173606,0.013955727727599598
walking,Kin,5,K_137,199.0,12836.413443371463,0.01550277270811659
walking,Kin,5,K_138,224.0,5478.782840165681,0.0408849933525064
walking,Kin,5,K_139,83.0,9647.987970902901,0.008602829963129867
walking,Kin,5,K_140,194.0,0.0,0.0
walking,Kin,5,K_141,85.0,4177.735220463216,0.020345951936747066
walking,Kin,5,K_142,95.0,5403.781911950323,0.01758028017191256
walking,Kin,5,K_143,84.0,14417.74392255372,0.005826154247933239
walking,Kin,5,K_144,89.0,6642.096599274599,0.013399383563575382
walking,Kin,5,K_145,89.0,13332.25817778783,0.006675538293151133
walking,Kin,5,K_146,161.0,4686.575010654478,0.034353445668528076
walking,Kin,5,K_147,146.0,9742.589484471799,0.014985748935917061
walking,Kin,5,K_148,133.0,13087.849035800944,0.01016209765532803
walking,Kin,5,K_149,100.0,3755.974420715139,0.02662424947530925
walking,Kin,5,K_150,170.0,24555.083619095018,0.006923209981162564
walking,Kin,5,K_151,378.0,17539.011724496646,0.021551955488578037
walking,Kin,5,K_152,93.0,21337.57821266055,0.004358507749713549
walking,Kin,5,K_153,114.0,10945.906506603775,0.010414852340573407
walking,Kin,5,K_154,458.0,10945.906506603775,0.04184212607002298
walking,Kin,5,K_155,108.0,4111.90862542442,0.0262651750897924
walking,Kin,5,K_156,251.0,10376.66736665065,0.024188883687905765
walking,Kin,5,K_157,273.0,17042.50439328011,0.016018772458562158
walking,Kin,5,K_158,207.0,808.6542403743199,0.25598085023851636
walking,Kin,5,K_159,270.0,16441.046711200786,0.016422312079197317
walking,Kin,5,K_160,122.0,15824.486769853336,0.0077095707288540845
walking,Kin,5,K_161,376.0,0.0,0.0
walking,Kin,5,K_162,134.0,6593.570556099609,0.020322827951850562
walking,Kin,5,K_163,179.0,0.0,0.0
walking,Kin,5,K_164,146.0,3103.64152983047,0.04704151513527883
walking,Kin,5,K_165,175.0,13192.297855277076,0.013265316013919282
walking,Kin,5,K_166,108.0,10917.235250588856,0.009892614523825954
walking,Kin,5,K_167,208.0,13569.134291941313,0.015328907174537353
walking,Kin,5,K_168,63.0,3508.563192150003,0.01795606821075792
walking,Kin,5,K_169,146.0,16388.833831080265,0.008908504504031356
walking,Kin,5,K_170,429.0,9154.559431844757,0.04686189468689169
walking,Kin,5,K_171,124.0,4739.353003619573,0.02616390885112331
walking,Kin,5,K_172,155.0,15186.602555329948,0.01020636442122472
walking,Kin,5,K_173,146.0,13407.149008456121,0.0108897126382287
walking,Kin,5,K_174,110.0,12253.098506441715,0.008977321119402628
walking,Kin,5,K_175,480.0,1650.4437866246512,0.29083086857605467
walking,Kin,5,K_176,350.0,4738.324470662525,0.07386577305269727
walking,Kin,5,K_177,128.0,14218.72097969732,0.009002216175615873
walking,Kin,5,K_178,115.0,23075.7396763392,0.004983588895220365
walking,Kin,5,K_179,146.0,9333.825213633192,0.015642032784881077
walking,Kin,5,K_180,184.0,14962.738478021985,0.012297214194465028
walking,Kin,5,K_181,93.0,22827.407953738722,0.004074049939812297
walking,Kin,5,K_182,74.0,5992.82026836271,0.012348109351895755
walking,Kin,5,K_183,79.0,24841.633698143218,0.003180145112835507
walking,Kin,5,K_184,86.0,15967.519392323762,0.005385933649865721
walking,Kin,5,K_185,107.0,10816.39280627271,0.009892392215817818
walking,Kin,5,K_186,124.0,16061.203277924378,0.0077204676296223785
walking,Kin,5,K_187,94.0,7767.834208638909,0.012101185153444568
walking,Kin,5,K_188,33.0,3599.680580724973,0.009167480074955379
walking,Kin,5,K_189,65.0,16337.39290731464,0.003978602973482872
walking,Kin,5,K_190,105.0,8515.13963268082,0.0123309780613595
walking,Kin,5,K_191,190.0,8636.186655142392,0.022000450845613098
walking,Kin,5,K_192,88.0,11811.767522921555,0.007450197426357223
walking,Kin,5,K_193,101.0,4278.6839641812585,0.023605389144305898
walking,Kin,5,K_194,65.0,9454.37373761465,0.006875124868545718
walking,Kin,5,K_195,69.0,503.39130933084493,0.13707030439544396
walking,Kin,5,K_196,117.0,8657.360754909461,0.013514511328830907
walking,Kin,5,K_197,82.0,7605.378714716531,0.010781843097613097
walking,Kin,5,K_198,155.0,8375.651709384243,0.01850602262106183
walking,Kin,5,K_199,420.0,0.0,0.0
walking,Kin,5,K_200,330.0,445.5831049895535,0.740602586374402
walking,Kin,5,K_201,238.0,1.8360916904659503,129.62315620501613
walking,Kin,5,K_202,119.0,0.7534198261774014,157.94646738162697
walking,Kin,5,K_203,342.0,11790.107291521083,0.029007369614520054
walking,Kin,5,K_204,330.0,8303.638269603243,0.03974161557687504
walking,Kin,5,K_205,279.0,1.7998507494108218,155.01285319981682
walking,Kin,5,K_206,240.0,7889.723930547187,0.030419315316062644
walking,Kin,5,K_207,122.0,0.0,0.0
walking,Kin,5,K_208,106.0,14165.426699474927,0.007483007907127085
walking,Kin,5,K_209,87.0,0.0,0.0
walking,Kin,5,K_210,99.0,0.0,0.0
walking,Kin,5,K_211,89.0,3.4017859615265498,26.162727757292906
walking,Kin,5,K_212,97.0,7687.449553740171,0.012617968979426556
walking,Kin,5,K_213,108.0,3778.931651199149,0.02857950605318011
walking,Kin,5,K_214,103.0,0.3652696433917923,281.9834658132843
walking,Kin,5,K_215,81.0,5072.26741200677,0.015969189599164588
walking,Kin,5,K_216,144.0,0.0,0.0
walking,Kin,5,K_217,148.0,0.0,0.0
walking,Kin,5,K_218,97.0,40.09395974883771,2.419317039465326
walking,Kin,5,K_219,85.0,4071.764582754331,0.02087547014874373
walking,Kin,5,K_220,89.0,1.8360916904659503,48.47252479935477
walking,Kin,5,K_221,85.0,14921.908394979597,0.005696322330232093
walking,Kin,5,K_222,137.0,7487.350993501412,0.01829752607015593
walking,Kin,10,K_001,240.0,8979.163884652864,0.026728546564364044
walking,Kin,10,K_002,267.0,4.684050471686478,57.00194769760187
walking,Kin,10,K_003,77.0,2998.750118278939,0.02567736455620127
walking,Kin,10,K_004,323.0,12315.27865916105,0.026227583552056115
walking,Kin,10,K_005,600.0,0.0,0.0
walking,Kin,10,K_006,210.0,0.0,0.0
walking,Kin,10,K_007,257.0,4493.624859258862,0.057192135091220606
walking,Kin,10,K_008,675.0,7126.652398477059,0.09471487625020762
walking,Kin,10,K_009,190.0,8146.481162959739,0.023322953333997542
walking,Kin,10,K_010,249.0,146.41458082127457,1.700650294549212
walking,Kin,10,K_011,288.0,16586.838648918503,0.017363164017923222
walking,Kin,10,K_012,193.0,12057.11641307268,0.016007144112065115
walking,Kin,10,K_013,294.0,7414.1941397310875,0.03965366895702348
walking,Kin,10,K_014,360.0,7719.523824667861,0.04663500083380976
walking,Kin,10,K_015,226.0,18072.41046790574,0.012505249391128358
walking,Kin,10,K_016,652.0,0.0,0.0
walking,Kin,10,K_017,350.0,15528.923849006513,0.022538586923548588
walking,Kin,10,K_018,191.0,9812.284074561918,0.019465396491644832
walking,Kin,10,K_019,784.0,0.0,0.0
walking,Kin,10,K_020,101.0,8507.856732576929,0.011871379969677544
walking,Kin,10,K_021,123.0,7554.587879326606,0.016281497014098388
walking,Kin,10,K_022,506.0,34113.18481971984,0.014832974484032816
walking,Kin,10,K_023,126.0,12217.98842273972,0.010312663233948801
walking,Kin,10,K_024,85.0,17564.52622529225,0.0048392993303516055
walking,Kin,10,K_025,92.0,28166.5479905735,0.00326628595136293
walking,Kin,10,K_026,109.0,10947.70253568035,0.009956426898223732
walking,Kin,10,K_027,174.0,14963.532290136434,0.011628270426141039
walking,Kin,10,K_028,87.0,28389.56431460024,0.0030645063459201266
walking,Kin,10,K_029,194.0,146.41458082127457,1.3250046471588237
walking,Kin,10,K_030,58.0,8208.055255434227,0.0070662292339711665
walking,Kin,10,K_031,94.0,16398.37271405885,0.005732276100750582
walking,Kin,10,K_032,94.0,9052.429684636285,0.01038395251603402
walking,Kin,10,K_033,327.0,0.0,0.0
walking,Kin,10,K_034,103.0,9322.935638253093,0.011048022210662806
walking,Kin,10,K_035,89.0,38047.98506610884,0.0023391514647979755
walking,Kin,10,K_036,88.0,7024.454452118414,0.012527663265502594
walking,Kin,10,K_037,52.0,12001.278996424115,0.004332871522734689
walking,Kin,10,K_038,140.0,18632.389297834645,0.007513797493286062
walking,Kin,10,K_039,122.0,10283.292746171252,0.01186390419989005
walking,Kin,10,K_040,358.0,39371.629836355925,0.009092841761643846
walking,Kin,10,K_041,73.0,23814.419605448216,0.003065369688174101
walking,Kin,10,K_042,248.0,21344.697055352717,0.01161881095603593
walking,Kin,10,K_043,280.0,33651.762509395136,0.008320515156429849
walking,Kin,10,K_044,206.0,0.7300525603051785,282.17146435852146
walking,Kin,10,K_045,408.0,24941.40399258284,0.016358341339618748
walking,Kin,10,K_046,140.0,7173.624152407158,0.019515937415402793
walking,Kin,10,K_047,352.0,13056.121242489819,0.026960533948968843
walking,Kin,10,K_048,266.0,8416.918924917449,0.03160301321336642
walking,Kin,10,K_049,98.0,18305.079987309655,0.005353705095412878
walking,Kin,10,K_050,117.0,17375.28254232615,0.006733703450000785
walking,Kin,10,K_051,318.0,10179.589611839621,0.031238980364212552
walking,Kin,10,K_052,480.0,31376.217920286275,0.015298210932225081
walking,Kin,10,K_053,555.0,12352.406060360006,0.044930517770221744
walking,Kin,10,K_054,201.0,17550.33193855651,0.011452774836606993
walking,Kin,10,K_055,149.0,12742.13831627613,0.011693484743426096
walking,Kin,10,K_056,170.0,29814.820952574668,0.005701862180236222
walking,Kin,10,K_057,150.0,23289.282716728605,0.006440730778378827
walking,Kin,10,K_058,264.0,22605.76368266013,0.011678437574860725
walking,Kin,10,K_059,232.0,33681.709288089056,0.006888011472803808
walking,Kin,10,K_060,126.0,12063.725229682861,0.010444534967521998
walking,Kin,10,K_061,127.0,26728.475360287397,0.0047514868801193915
walking,Kin,10,K_062,130.0,27163.592955189928,0.004785817554196635
walking,Kin,10,K_063,360.0,26087.929522449675,0.013799485301821521
walking,Kin,10,K_064,127.0,9170.305089177064,0.013849048506563578
walking,Kin,10,K_065,117.0,14165.097593882529,0.008259738362164813
walking,Kin,10,K_066,142.0,19676.733231159495,0.007216645076792167
walking,Kin,10,K_067,109.0,34768.00241391352,0.0031350665103606927
walking,Kin,10,K_068,116.0,22941.11360774869,0.0050564241118974855
walking,Kin,10,K_069,243.0,27144.690757474884,0.008952026831732634
walking,Kin,10,K_070,270.0,37447.62909656868,0.007210069275780668
walking,Kin,10,K_071,493.0,19713.468973010986,0.02500828244257512
walking,Kin,10,K_072,148.0,26845.68349202319,0.005512990572356859
walking,Kin,10,K_073,270.0,32444.276162951584,0.008321960972219669
walking,Kin,10,K_074,177.0,25711.149439671535,0.006884172969991544
walking,Kin,10,K_075,213.0,40501.34071891905,0.005259085161605604
walking,Kin,10,K_076,236.0,19927.02077262559,0.01184321543560596
walking,Kin,10,K_077,165.0,45029.31369196746,0.0036642796985252185
walking,Kin,10,K_078,174.0,2501.868097960693,0.0695480309860579
walking,Kin,10,K_079,91.0,34359.694184259846,0.002648451977249758
walking,Kin,10,K_080,87.0,5431.222688379564,0.016018492518478734
walking,Kin,10,K_081,83.0,36311.516993958976,0.0022857761633535835
walking,Kin,10,K_082,80.0,17551.75219556522,0.004557949491801366
walking,Kin,10,K_083,108.0,26903.15610125085,0.004014398890358392
walking,Kin,10,K_084,92.0,23903.77160308357,0.0038487650203339486
walking,Kin,10,K_085,82.0,19774.94858569815,0.004146660591537767
walking,Kin,10,K_086,94.0,13512.646714551116,0.006956446208186287
walking,Kin,10,K_087,118.0,30201.585652521197,0.003907079626799313
walking,Kin,10,K_088,97.0,19956.520377963036,0.004860566780324697
walking,Kin,10,K_089,94.0,35532.922590626236,0.0026454339566427242
walking,Kin,10,K_090,96.0,26489.24359057727,0.003624112544842505
walking,Kin,10,K_091,87.0,0.0,0.0
walking,Kin,10,K_092,87.0,32082.00356394909,0.002711800708661565
walking,Kin,10,K_093,103.0,19278.21888604738,0.005342817228543156
walking,Kin,10,K_094,84.0,37015.876004337835,0.0022692965577839133
walking,Kin,10,K_095,105.0,28606.003134448776,0.0036705582218703515
walking,Kin,10,K_096,91.0,11557.89465081419,0.007873406251681793
walking,Kin,10,K_097,178.0,23469.59030852129,0.007584282369657392
walking,Kin,10,K_098,111.0,4830.235515110608,0.022980245922327083
walking,Kin,10,K_099,87.0,20502.693430383886,0.004243344919310488
walking,Kin,10,K_100,107.0,30306.33069804003,0.0035306154699526163
walking,Kin,10,K_101,312.0,11067.376687427379,0.028190962394406823
walking,Kin,10,K_102,76.0,22888.953052006673,0.003320379041685224
walking,Kin,10,K_103,95.0,24078.08150386581,0.003945497068973184
walking,Kin,10,K_104,52.0,10258.868517616878,0.005068785111214149
walking,Kin,10,K_105,142.0,31811.124287775776,0.004463847260329842
walking,Kin,10,K_106,122.0,25438.681675929853,0.004795846009403731
walking,Kin,10,K_107,118.0,19822.90070483343,0.005952711046533567
walking,Kin,10,K_108,225.0,32633.814357381,0.006894688973099165
walking,Kin,10,K_109,364.0,27530.92123762449,0.013221497270587078
walking,Kin,10,K_110,245.0,23202.6634634823,0.01055913259206622
walking,Kin,10,K_111,224.0,35067.81885899784,0.0063876228202463525
walking,Kin,10,K_112,190.0,18572.57386030039,0.01023013834426754
walking,Kin,10,K_113,132.0,26464.828059825988,0.00498775203457218
walking,Kin,10,K_114,137.0,21284.086376664953,0.0064367338853783965
walking,Kin,10,K_115,176.0,27367.181084484815,0.006431060599799192
walking,Kin,10,K_116,266.0,3666.6190484876884,0.07254639668926412
