mode,facility_type,Tr,dest_id,S_j,demand_sum,R_j
walking,Ss,5,SS_022,93.0,2120.0191975195785,0.043867527288814157
walking,Ss,5,SS_023,93.0,4363.52083814237,0.021313064254688374
walking,Ss,5,SS_024,70.0,0.0,0.0
walking,Ss,5,SS_025,93.0,5959.939034893461,0.015604186461558738
walking,Ss,5,SS_026,138.0,0.0,0.0
walking,Ss,5,SS_027,93.0,16544.83226734782,0.0056210905313038954
walking,Ss,5,SS_028,119.0,4655.795093328406,0.02555954409817625
walking,Ss,5,SS_029,93.0,0.0,0.0
walking,Ss,5,SS_030,93.0,0.0,0.0
walking,Ss,5,SS_031,96.0,1794.3645561988342,0.05350083385695354
walking,Ss,5,SS_032,117.0,0.0,0.0
walking,Ss,5,SS_033,93.0,8275.055538041841,0.011238595266516719
walking,Ss,5,SS_034,93.0,3034.5578986164974,0.03064696839114527
walking,Ss,5,SS_035,96.0,2100.2357352596123,0.04570915463836413
walking,Ss,5,SS_036,93.0,8887.300673683983,0.010464369712997393
walking,Ss,5,SS_037,117.0,1813.0607996996298,0.06453175757778416
walking,Ss,5,SS_038,100.0,0.0,0.0
walking,Ss,5,SS_039,100.0,0.0,0.0
walking,Ss,5,SS_040,70.0,0.0,0.0
walking,Ss,5,SS_041,93.0,0.0,0.0
walking,Ss,5,SS_042,93.0,0.0,0.0
walking,Ss,5,SS_043,177.0,0.0,0.0
walking,Ss,5,SS_044,126.0,0.0,0.0
walking,Ss,5,SS_045,126.0,0.0,0.0
walking,Ss,5,SS_046,93.0,385.09185592835416,0.24150082264347478
walking,Ss,5,SS_047,70.0,7100.220866913609,0.00985884824036865
walking,Ss,5,SS_048,93.0,0.0,0.0
walking,Ss,5,SS_049,93.0,0.0,0.0
walking,Ss,5,SS_050,93.0,0.0,0.0
walking,Ss,5,SS_051,70.0,8001.966986839041,0.008747849136984705
walking,Ss,5,SS_052,93.0,11127.314658446316,0.00835781164230916
walking,Ss,5,SS_053,93.0,2565.4400688456244,0.03625109045788288
walking,Ss,5,SS_054,93.0,1530.5675919006644,0.06076177262090873
walking,Ss,5,SS_055,93.0,0.0,0.0
walking,Ss,5,SS_056,117.0,1370.3116381184825,0.08538203773898308
walking,Ss,5,SS_057,96.0,1400.9783346028269,0.06852354360441677
walking,Ss,5,SS_058,117.0,0.0,0.0
walking,Ss,5,SS_059,96.0,376.1280026203741,0.2552322595797069
walking,Ss,5,SS_060,70.0,0.0,0.0
walking,Ss,5,SS_061,93.0,881.4805845699162,0.10550430903180436
walking,Ss,5,SS_062,93.0,4015.621696550873,0.023159552126107954
walking,Ss,5,SS_063,70.0,14875.238196389333,0.004705806997900114
walking,Ss,5,SS_064,70.0,12684.03978552311,0.005518746486422589
walking,Ss,5,SS_065,119.0,2588.2636320331712,0.045976769339575105
walking,Ss,5,SS_066,93.0,16734.333539726627,0.005557436738022568
walking,Ss,5,SS_067,93.0,3526.122963897498,0.026374576539782705
walking,Ss,5,SS_068,93.0,12271.982804069676,0.00757823747676366
walking,Ss,5,SS_069,93.0,5973.389400305354,0.015569050294167316
walking,Ss,5,SS_070,93.0,11913.19551518788,0.0078064697151521
walking,Ss,5,SS_071,93.0,9106.04002075489,0.010213001457058203
walking,Ss,5,SS_072,93.0,3860.229690189788,0.024091830658767785
walking,Ss,5,SS_073,93.0,37.71545305170739,2.4658327681361327
walking,Ss,5,SS_074,93.0,4356.934479027426,0.021345283122265326
walking,Ss,5,SS_075,117.0,0.0,0.0
walking,Ss,5,SS_076,117.0,0.0,0.0
walking,Ss,5,SS_077,70.0,545.151644789349,0.12840463872588803
walking,Ss,5,SS_078,70.0,17815.993748976987,0.003929053915615539
walking,Ss,5,SS_079,93.0,6292.056255592418,0.014780541721530387
walking,Ss,5,SS_080,93.0,8171.739339896978,0.011380686061037829
walking,Ss,5,SS_081,93.0,6153.43325750471,0.015113514051131937
walking,Ss,5,SS_082,93.0,3962.578295911283,0.02346956780537571
walking,Ss,5,SS_083,93.0,2.0592956750272426,45.16107187899071
walking,Ss,5,SS_084,93.0,10810.575874837887,0.008602686949958123
walking,Ss,5,SS_085,93.0,1139.0671680463208,0.08164575593861564
walking,Ss,5,SS_086,93.0,5055.338699581605,0.018396393501328993
walking,Ss,5,SS_087,70.0,4256.696134389148,0.01644467864043231
walking,Ss,5,SS_088,93.0,124.50520705879322,0.7469567112649675
walking,Ss,5,SS_089,100.0,3803.0902969272847,0.026294405915314508
walking,Ss,5,SS_090,70.0,1495.9891446197798,0.046791783384090783
walking,Ss,5,SS_091,96.0,2895.4639729278792,0.03315530806032626
walking,Ss,5,SS_092,96.0,0.0,0.0
walking,Ss,5,SS_093,93.0,0.0,0.0
walking,Ss,5,SS_094,96.0,0.0,0.0
walking,Ss,5,SS_095,93.0,0.0,0.0
walking,Ss,5,SS_096,93.0,2844.983088826457,0.03268912225357448
walking,Ss,5,SS_097,93.0,7739.08824391974,0.012016919444362971
walking,Ss,5,SS_098,93.0,12659.242829800649,0.007346410938659948
walking,Ss,5,SS_099,96.0,3685.1509390550154,0.026050493341425333
walking,Ss,5,SS_100,119.0,8802.8743841659,0.013518311724866857
walking,Ss,5,SS_101,93.0,4775.975266662644,0.019472462650541852
walking,Ss,5,SS_102,93.0,0.0,0.0
walking,Ss,5,SS_103,93.0,4412.36655973251,0.02107712465431202
walking,Ss,5,SS_104,117.0,12221.995474256231,0.009572904870276107
walking,Ss,5,SS_105,93.0,1227.0499745338107,0.07579153411036352
walking,Ss,5,SS_106,117.0,2876.18590369195,0.04067887261731435
walking,Ss,5,SS_107,93.0,5333.396776244133,0.017437292573887996
walking,Ss,5,SS_108,93.0,6375.654000029937,0.014586738866250162
walking,Ss,5,SS_109,93.0,0.0,0.0
walking,Ss,5,SS_110,93.0,16.236403648025266,5.72786942330736
walking,Ss,5,SS_111,70.0,0.0,0.0
walking,Ss,5,SS_112,93.0,0.0,0.0
walking,Ss,5,SS_113,93.0,119.31736823158015,0.7794338861002916
walking,Ss,5,SS_114,93.0,0.0,0.0
walking,Ss,5,SS_115,93.0,0.0,0.0
walking,Ss,5,SS_116,93.0,0.0,0.0
walking,Ss,5,SS_117,70.0,0.0,0.0
walking,Ss,5,SS_118,93.0,0.0,0.0
walking,Ss,5,SS_119,70.0,0.0,0.0
walking,Ss,5,SS_120,93.0,0.0,0.0
walking,Ss,5,SS_121,93.0,0.0,0.0
walking,Ss,5,SS_122,93.0,0.0,0.0
walking,Ss,5,SS_123,93.0,0.0,0.0
walking,Ss,5,SS_124,93.0,0.0,0.0
walking,Ss,5,SS_125,93.0,0.0,0.0
walking,Ss,5,SS_126,93.0,0.0,0.0
walking,Ss,5,SS_127,93.0,0.0,0.0
walking,Ss,5,SS_128,93.0,0.0,0.0
walking,Ss,5,SS_129,93.0,0.0,0.0
walking,Ss,5,SS_130,93.0,0.0,0.0
walking,Ss,5,SS_131,93.0,0.0,0.0
walking,Ss,5,SS_132,70.0,0.0,0.0
walking,Ss,5,SS_133,93.0,0.0,0.0
walking,Ss,5,SS_134,93.0,0.0,0.0
walking,Ss,5,SS_135,93.0,0.0,0.0
walking,Ss,5,SS_136,93.0,0.0,0.0
walking,Ss,5,SS_137,93.0,0.0,0.0
walking,Ss,5,SS_138,93.0,0.0,0.0
walking,Ss,5,SS_139,93.0,0.0,0.0
walking,Ss,10,SS_001,93.0,7765.101066548505,0.011976663175787536
walking,Ss,10,SS_002,93.0,2007.8923929830978,0.04631722313656022
walking,Ss,10,SS_003,93.0,2.165721668729995,42.94180611608153
walking,Ss,10,SS_004,70.0,0.0,0.0
walking,Ss,10,SS_005,93.0,8169.182503595782,0.011384248051633652
walking,Ss,10,SS_006,93.0,2540.9340506094977,0.03660071381140016
walking,Ss,10,SS_007,93.0,2751.8061170032884,0.03379598563480076
walking,Ss,10,SS_008,100.0,0.354244606022179,282.2908191119756
walking,Ss,10,SS_009,72.0,6251.707736199907,0.011516853160471815
walking,Ss,10,SS_010,70.0,83.52138113057133,0.838108745957721
walking,Ss,10,SS_011,93.0,6951.187004105409,0.013379009936730761
walking,Ss,10,SS_012,40.0,0.0,0.0
walking,Ss,10,SS_013,93.0,484.4058851763486,0.19198775829518097
walking,Ss,10,SS_014,117.0,376.52958788926975,0.31073255266836425
walking,Ss,10,SS_015,93.0,34160.145042198914,0.002722470876078386
walking,Ss,10,SS_016,96.0,30010.797549356677,0.0031988486757846225
walking,Ss,10,SS_017,100.0,22040.118713971846,0.004537180643070095
walking,Ss,10,SS_018,93.0,13952.695234936817,0.0066653788701076825
walking,Ss,10,SS_019,93.0,17737.095618762476,0.005243248500144729
walking,Ss,10,SS_020,93.0,39788.79872537446,0.0023373412362080494
walking,Ss,10,SS_021,119.0,30371.338879099676,0.003918167732865112
walking,Ss,10,SS_022,93.0,22113.638273580884,0.0042055494826062564
walking,Ss,10,SS_023,93.0,13547.435506690099,0.006864767870943104
walking,Ss,10,SS_024,70.0,4072.751819922376,0.0171873964078995
walking,Ss,10,SS_025,93.0,14865.684208137744,0.006256018808006841
walking,Ss,10,SS_026,138.0,25053.16171684548,0.0055082868006719595
walking,Ss,10,SS_027,93.0,31969.817085988325,0.002908993809688072
walking,Ss,10,SS_028,119.0,29878.881092748794,0.003982746195568873
walking,Ss,10,SS_029,93.0,5415.370257752537,0.01717334098566262
walking,Ss,10,SS_030,93.0,10938.318517171123,0.008502220871883308
walking,Ss,10,SS_031,96.0,10420.97647924706,0.009212188530621866
walking,Ss,10,SS_032,117.0,0.0,0.0
walking,Ss,10,SS_033,93.0,14922.435858909703,0.006232226486299334
walking,Ss,10,SS_034,93.0,12120.697292204743,0.007672825890950322
walking,Ss,10,SS_035,96.0,18452.98481364803,0.005202410394279269
walking,Ss,10,SS_036,93.0,36797.99928288739,0.0025273113161684555
walking,Ss,10,SS_037,117.0,7937.20122073971,0.014740712342567542
walking,Ss,10,SS_038,100.0,4498.994369173158,0.02222718941041448
walking,Ss,10,SS_039,100.0,2462.7404366517803,0.040605172397280745
walking,Ss,10,SS_040,70.0,0.0,0.0
walking,Ss,10,SS_041,93.0,1986.0139461037625,0.04682746572976032
walking,Ss,10,SS_042,93.0,0.0,0.0
walking,Ss,10,SS_043,177.0,0.0,0.0
walking,Ss,10,SS_044,126.0,0.0,0.0
walking,Ss,10,SS_045,126.0,880.2739403253421,0.14313726015043843
walking,Ss,10,SS_046,93.0,7641.1851252527595,0.012170886907667178
walking,Ss,10,SS_047,70.0,9739.624730295749,0.007187135227321475
walking,Ss,10,SS_048,93.0,1900.9842907666266,0.04892202447527595
walking,Ss,10,SS_049,93.0,483.1841096021544,0.19247321704468845
walking,Ss,10,SS_050,93.0,0.0,0.0
walking,Ss,10,SS_051,70.0,33787.29931371035,0.002071784410765116
walking,Ss,10,SS_052,93.0,16427.772662341085,0.005661144813209679
walking,Ss,10,SS_053,93.0,19698.054158151128,0.004721278520879498
walking,Ss,10,SS_054,93.0,10973.38264519331,0.008475053044900148
walking,Ss,10,SS_055,93.0,2111.3701108196706,0.04404722768567363
walking,Ss,10,SS_056,117.0,6526.06887560923,0.017928097638883356
walking,Ss,10,SS_057,96.0,13270.071202958508,0.007234324408040643
walking,Ss,10,SS_058,117.0,0.0,0.0
walking,Ss,10,SS_059,96.0,14979.053432677974,0.006408949699756628
walking,Ss,10,SS_060,70.0,3687.411396925928,0.018983506982257706
walking,Ss,10,SS_061,93.0,8938.349438868427,0.010404605529919132
walking,Ss,10,SS_062,93.0,20537.6536500975,0.004528268008821859
walking,Ss,10,SS_063,70.0,31749.050763690906,0.002204790326520689
walking,Ss,10,SS_064,70.0,26584.23379815708,0.002633139647035931
walking,Ss,10,SS_065,119.0,14288.592502334273,0.008328322049954144
walking,Ss,10,SS_066,93.0,22925.59515009091,0.004056601339731467
walking,Ss,10,SS_067,93.0,23607.21067497965,0.003939474310642173
walking,Ss,10,SS_068,93.0,23273.587330959283,0.003995946077306629
walking,Ss,10,SS_069,93.0,19439.155722275584,0.004784158392919816
walking,Ss,10,SS_070,93.0,23044.60479418692,0.004035651764505832
walking,Ss,10,SS_071,93.0,21582.46104375409,0.004309054459149086
walking,Ss,10,SS_072,93.0,17393.77317387959,0.005346740990026194
walking,Ss,10,SS_073,93.0,26735.018292882633,0.0034785837429091404
walking,Ss,10,SS_074,93.0,32734.39919476456,0.00284104801944476
walking,Ss,10,SS_075,117.0,5859.038869980352,0.019969145553798376
walking,Ss,10,SS_076,117.0,12469.333061801084,0.009383019879260518
walking,Ss,10,SS_077,70.0,13638.238354362918,0.005132627703167159
walking,Ss,10,SS_078,70.0,26259.3185813362,0.002665720353069347
walking,Ss,10,SS_079,93.0,26914.42475347305,0.003455396162163906
walking,Ss,10,SS_080,93.0,18442.553157136776,0.005042685750048197
walking,Ss,10,SS_081,93.0,26427.017629158443,0.00351912581680756
walking,Ss,10,SS_082,93.0,18226.693241566758,0.005102406605928359
walking,Ss,10,SS_083,93.0,7101.040896033251,0.0130966715107853
walking,Ss,10,SS_084,93.0,24704.548967394236,0.0037644888851338285
walking,Ss,10,SS_085,93.0,26940.889373658178,0.0034520018515399133
walking,Ss,10,SS_086,93.0,17955.487164509257,0.005179475173685257
walking,Ss,10,SS_087,70.0,10336.829539782106,0.006771902325621165
walking,Ss,10,SS_088,93.0,23347.377139387372,0.003983316817335666
walking,Ss,10,SS_089,100.0,10760.240196525963,0.009293472838300195
walking,Ss,10,SS_090,70.0,12642.651136513421,0.005536813382268534
walking,Ss,10,SS_091,96.0,23131.407957277774,0.004150201327014155
walking,Ss,10,SS_092,96.0,17443.60832616382,0.00550344849557352
walking,Ss,10,SS_093,93.0,18770.75349139115,0.00495451607963701
walking,Ss,10,SS_094,96.0,16856.051138045892,0.0056952840979058155
walking,Ss,10,SS_095,93.0,4176.685911239228,0.022266457659586566
walking,Ss,10,SS_096,93.0,19512.97582585182,0.004766059304844149
walking,Ss,10,SS_097,93.0,24823.66825393071,0.0037464245432491184
walking,Ss,10,SS_098,93.0,35276.75918894678,0.0026362965912452513
walking,Ss,10,SS_099,96.0,10696.338563379042,0.008975033786671107
walking,Ss,10,SS_100,119.0,16964.32816623761,0.0070147192882553215
walking,Ss,10,SS_101,93.0,31360.44799444732,0.0029655188604597285
walking,Ss,10,SS_102,93.0,11654.378676582968,0.007979833381153472
walking,Ss,10,SS_103,93.0,20583.423466738932,0.004518198838511005
walking,Ss,10,SS_104,117.0,22017.329493944068,0.005313995960871694
walking,Ss,10,SS_105,93.0,11260.230578697337,0.008259155916037991
walking,Ss,10,SS_106,117.0,39214.9535474315,0.0029835557463681675
walking,Ss,10,SS_107,93.0,18560.617250272964,0.005010609224142709
walking,Ss,10,SS_108,93.0,19430.05691364691,0.004786398743622848
walking,Ss,10,SS_109,93.0,99.13189747899894,0.9381440521674875
walking,Ss,10,SS_110,93.0,31.169624499780706,2.9836740574354463
walking,Ss,10,SS_111,70.0,0.7105321650277102,98.51770749501544
walking,Ss,10,SS_112,93.0,0.0,0.0
walking,Ss,10,SS_113,93.0,151.83821273799927,0.6124940377194369
walking,Ss,10,SS_114,93.0,0.0,0.0
walking,Ss,10,SS_115,93.0,0.0,0.0
walking,Ss,10,SS_116,93.0,0.0,0.0
walking,Ss,10,SS_117,70.0,0.0,0.0
walking,Ss,10,SS_118,93.0,0.0,0.0
walking,Ss,10,SS_119,70.0,0.0,0.0
walking,Ss,10,SS_120,93.0,0.0,0.0
walking,Ss,10,SS_121,93.0,0.0,0.0
walking,Ss,10,SS_122,93.0,0.0,0.0
walking,Ss,10,SS_123,93.0,0.0,0.0
walking,Ss,10,SS_124,93.0,0.0,0.0
walking,Ss,10,SS_125,93.0,0.0,0.0
walking,Ss,10,SS_126,93.0,0.0,0.0
walking,Ss,10,SS_127,93.0,0.0,0.0
walking,Ss,10,SS_128,93.0,0.0,0.0
walking,Ss,10,SS_129,93.0,0.0,0.0
walking,Ss,10,SS_130,93.0,0.0,0.0
walking,Ss,10,SS_131,93.0,0.0,0.0
walking,Ss,10,SS_132,70.0,0.0,0.0
walking,Ss,10,SS_133,93.0,0.0,0.0
walking,Ss,10,SS_134,93.0,0.0,0.0
walking,Ss,10,SS_135,93.0,0.0,0.0
walking,Ss,10,SS_136,93.0,0.0,0.0
walking,Ss,10,SS_137,93.0,0.0,0.0
walking,Ss,10,SS_138,93.0,0.0,0.0
walking,Ss,10,SS_139,93.0,0.0,0.0
walking,Ss,15,SS_001,93.0,25838.567335117536,0.0035992707642734695
walking,Ss,15,SS_002,93.0,6834.838296133505,0.013606759365852221
walking,Ss,15,SS_003,93.0,58.36740769673776,1.5933549847408746
walking,Ss,15,SS_004,70.0,1007.5648495689061,0.06947443634020183
walking,Ss,15,SS_005,93.0,15041.793730533638,0.006182773256039101
walking,Ss,15,SS_006,93.0,3372.7604884542225,0.0275738524328548
walking,Ss,15,SS_007,93.0,6414.844496196946,0.014497623450597321
walking,Ss,15,SS_008,100.0,1113.8194588452668,0.08978115726553501
walking,Ss,15,SS_009,72.0,19303.74581269358,0.0037298460463903796
walking,Ss,15,SS_010,70.0,3014.1719936639765,0.023223624977985805
walking,Ss,15,SS_011,93.0,14330.017375578847,0.0064898734985827855
walking,Ss,15,SS_012,40.0,0.0,0.0
walking,Ss,15,SS_013,93.0,5688.931155308557,0.01634753479363486
walking,Ss,15,SS_014,117.0,2872.5691396926,0.04073009014241531
walking,Ss,15,SS_015,93.0,44988.45014508934,0.002067197240626688
walking,Ss,15,SS_016,96.0,43156.10702322072,0.0022244823878193164
walking,Ss,15,SS_017,100.0,50783.12032287789,0.0019691582432155084
walking,Ss,15,SS_018,93.0,34209.85636096507,0.0027185147759379966
walking,Ss,15,SS_019,93.0,32825.18031432533,0.0028331908342758933
walking,Ss,15,SS_020,93.0,49282.729627453475,0.001887070799507691
walking,Ss,15,SS_021,119.0,44436.764799334036,0.0026779627305762686
walking,Ss,15,SS_022,93.0,42394.77014875969,0.0021936668054496062
walking,Ss,15,SS_023,93.0,23086.255026749444,0.00402837098924201
walking,Ss,15,SS_024,70.0,26343.054151865443,0.0026572469386600362
walking,Ss,15,SS_025,93.0,27825.303101845475,0.0033422816513302206
walking,Ss,15,SS_026,138.0,33464.004211082574,0.004123834049551587
walking,Ss,15,SS_027,93.0,51423.07849387511,0.0018085264967377833
walking,Ss,15,SS_028,119.0,59825.82676736732,0.001989107488020707
walking,Ss,15,SS_029,93.0,13979.974994672457,0.006652372413787635
walking,Ss,15,SS_030,93.0,31751.494293203916,0.002928996006966063
walking,Ss,15,SS_031,96.0,26803.517322399526,0.003581619488415926
walking,Ss,15,SS_032,117.0,0.0,0.0
walking,Ss,15,SS_033,93.0,23762.093877365016,0.003913796506316672
walking,Ss,15,SS_034,93.0,36594.49034185537,0.0025413661764713846
walking,Ss,15,SS_035,96.0,28088.803803647737,0.003417731871783483
walking,Ss,15,SS_036,93.0,62467.16356685537,0.001488782180744719
walking,Ss,15,SS_037,117.0,14890.488970356235,0.007857364538728168
walking,Ss,15,SS_038,100.0,11105.093409423473,0.009004876979705798
walking,Ss,15,SS_039,100.0,12139.440089280191,0.008237612218071377
walking,Ss,15,SS_040,70.0,0.0,0.0
walking,Ss,15,SS_041,93.0,7315.150927812789,0.012713339877432544
walking,Ss,15,SS_042,93.0,3202.3985097120235,0.029040732974973515
walking,Ss,15,SS_043,177.0,8.521101484463937,20.771962442028713
walking,Ss,15,SS_044,126.0,0.0,0.0
walking,Ss,15,SS_045,126.0,9865.620226274792,0.012771624805141822
walking,Ss,15,SS_046,93.0,24178.280780797777,0.0038464273305097835
walking,Ss,15,SS_047,70.0,12133.896170940996,0.005768963160212325
walking,Ss,15,SS_048,93.0,11526.362334160396,0.00806846056924466
walking,Ss,15,SS_049,93.0,6924.2048065175295,0.013431145178210516
walking,Ss,15,SS_050,93.0,4047.509785054876,0.022977090838271836
walking,Ss,15,SS_051,70.0,54957.57356730793,0.0012737097993285535
walking,Ss,15,SS_052,93.0,25731.429939552825,0.0036142569697242485
walking,Ss,15,SS_053,93.0,28951.933745398335,0.0032122206695358153
walking,Ss,15,SS_054,93.0,20788.43780850335,0.004473640629309773
walking,Ss,15,SS_055,93.0,9985.727815451617,0.009313292102363794
walking,Ss,15,SS_056,117.0,24350.980482325693,0.004804734662939768
walking,Ss,15,SS_057,96.0,23567.884599694153,0.004073339700638462
walking,Ss,15,SS_058,117.0,205.68898948469038,0.5688199465276114
walking,Ss,15,SS_059,96.0,22390.539709967536,0.004287525054934872
walking,Ss,15,SS_060,70.0,15814.856312991013,0.004426217893772386
walking,Ss,15,SS_061,93.0,20931.296924612685,0.004443107387705307
walking,Ss,15,SS_062,93.0,54583.76876854214,0.0017038032019071208
walking,Ss,15,SS_063,70.0,55502.57125056442,0.0012612028311983503
walking,Ss,15,SS_064,70.0,56589.37414573074,0.00123698134246429
walking,Ss,15,SS_065,119.0,37152.95337246398,0.0032029755160244465
walking,Ss,15,SS_066,93.0,42848.86286420981,0.0021704193246556308
walking,Ss,15,SS_067,93.0,42663.97087730516,0.0021798252269450797
walking,Ss,15,SS_068,93.0,36758.33071856533,0.002530038719985426
walking,Ss,15,SS_069,93.0,28066.812704185457,0.003313521951358994
walking,Ss,15,SS_070,93.0,37047.79841614937,0.0025102706227061716
walking,Ss,15,SS_071,93.0,37902.015120621334,0.0024536953959844086
walking,Ss,15,SS_072,93.0,27852.012995118555,0.003339076425689573
walking,Ss,15,SS_073,93.0,71226.72863255512,0.0013056896166012194
walking,Ss,15,SS_074,93.0,66777.6903368953,0.0013926806921714784
walking,Ss,15,SS_075,117.0,27520.604820240347,0.004251360054192958
walking,Ss,15,SS_076,117.0,48919.24738718901,0.002391696648028154
walking,Ss,15,SS_077,70.0,45341.43699081666,0.0015438416743205033
walking,Ss,15,SS_078,70.0,49003.58704330956,0.0014284668577043906
walking,Ss,15,SS_079,93.0,72669.25897970058,0.001279770859174147
walking,Ss,15,SS_080,93.0,29281.310499062645,0.0031760873545252396
walking,Ss,15,SS_081,93.0,53731.05484371216,0.0017308426248192903
walking,Ss,15,SS_082,93.0,43616.880548043766,0.0021322020014145895
walking,Ss,15,SS_083,93.0,29607.916692226914,0.0031410517993120286
walking,Ss,15,SS_084,93.0,47771.80844611875,0.0019467548544848073
walking,Ss,15,SS_085,93.0,60720.95959146523,0.0015315963487024969
walking,Ss,15,SS_086,93.0,49999.13540029649,0.0018600321636651445
walking,Ss,15,SS_087,70.0,31400.525248709386,0.00222926207270616
walking,Ss,15,SS_088,93.0,61349.18659453096,0.0015159125191774032
walking,Ss,15,SS_089,100.0,27137.063447081873,0.003684997096130285
walking,Ss,15,SS_090,70.0,30825.291654908895,0.0022708625366356454
walking,Ss,15,SS_091,96.0,49333.35136150365,0.0019459452348277273
walking,Ss,15,SS_092,96.0,47037.996684401136,0.00204090324348009
walking,Ss,15,SS_093,93.0,52800.79264914937,0.0017613371946509642
walking,Ss,15,SS_094,96.0,43376.82445965828,0.0022131633930299074
walking,Ss,15,SS_095,93.0,22356.209788253247,0.00415991802192094
walking,Ss,15,SS_096,93.0,41379.35903849043,0.002247497355227104
walking,Ss,15,SS_097,93.0,60946.92068565802,0.0015259179455457655
walking,Ss,15,SS_098,93.0,48095.62384011301,0.0019336478576338907
walking,Ss,15,SS_099,96.0,25969.218078841757,0.0036966842709143925
walking,Ss,15,SS_100,119.0,47130.08982111742,0.002524926229753971
walking,Ss,15,SS_101,93.0,64906.59493904371,0.001432828206245296
walking,Ss,15,SS_102,93.0,35993.75508379904,0.0025837815416446985
walking,Ss,15,SS_103,93.0,46978.88060079313,0.001979612941191066
walking,Ss,15,SS_104,117.0,37518.021419252,0.003118501338131936
walking,Ss,15,SS_105,93.0,30915.561812716966,0.003008193755733234
walking,Ss,15,SS_106,117.0,61678.79332018881,0.0018969242701073297
walking,Ss,15,SS_107,93.0,46192.78080364725,0.002013301610814844
walking,Ss,15,SS_108,93.0,50068.65364023153,0.0018574495864868226
walking,Ss,15,SS_109,93.0,293.7118274279305,0.31663689138572354
walking,Ss,15,SS_110,93.0,49.89610705362738,1.8638728648719103
walking,Ss,15,SS_111,70.0,1.7788304788858875,39.3516981133819
walking,Ss,15,SS_112,93.0,0.0,0.0
walking,Ss,15,SS_113,93.0,158.1662235612932,0.5879890023672486
walking,Ss,15,SS_114,93.0,0.0,0.0
walking,Ss,15,SS_115,93.0,0.0,0.0
walking,Ss,15,SS_116,93.0,0.0,0.0
walking,Ss,15,SS_117,70.0,0.0,0.0
walking,Ss,15,SS_118,93.0,0.0,0.0
walking,Ss,15,SS_119,70.0,0.0,0.0
walking,Ss,15,SS_120,93.0,0.0,0.0
walking,Ss,15,SS_121,93.0,0.0,0.0
walking,Ss,15,SS_122,93.0,0.0,0.0
walking,Ss,15,SS_123,93.0,0.0,0.0
walking,Ss,15,SS_124,93.0,0.0,0.0
walking,Ss,15,SS_125,93.0,0.0,0.0
walking,Ss,15,SS_126,93.0,0.0,0.0
walking,Ss,15,SS_127,93.0,0.0,0.0
walking,Ss,15,SS_128,93.0,0.0,0.0
walking,Ss,15,SS_129,93.0,0.0,0.0
walking,Ss,15,SS_130,93.0,0.0,0.0
walking,Ss,15,SS_131,93.0,0.0,0.0
walking,Ss,15,SS_132,70.0,0.0,0.0
walking,Ss,15,SS_133,93.0,0.0,0.0
walking,Ss,15,SS_134,93.0,0.0,0.0
walking,Ss,15,SS_135,93.0,0.0,0.0
walking,Ss,15,SS_136,93.0,0.0,0.0
walking,Ss,15,SS_137,93.0,0.0,0.0
walking,Ss,15,SS_138,93.0,0.0,0.0
walking,Ss,15,SS_139,93.0,0.0,0.0
walking,OS,5,OS_001,1500.503,304.7556251061096,4.92362692067638
walking,OS,5,OS_002,1000.0,12568.634261563053,0.07956313941429294
walking,OS,5,OS_003,6434.0,0.0,0.0
walking,OS,5,OS_004,5749.0,0.0,0.0
walking,OS,5,OS_005,7941.0,0.0,0.0
walking,OS,5,OS_006,500.0,4823.991280323048,0.10364861189519325
walking,OS,5,OS_007,250.0,0.0,0.0
walking,OS,5,OS_008,1200.0,0.0,0.0
walking,OS,5,OS_009,250.0,4395.393631669969,0.05687772721848713
walking,OS,5,OS_010,7510.0,4090.9613764691044,1.8357543151585207
walking,OS,5,OS_011,9800.0,7885.21832238423,1.24283178972739
walking,OS,5,OS_012,1006.0,0.0,0.0
walking,OS,5,OS_013,7800.0,5472.019933977021,1.42543340377253
walking,OS,5,OS_014,13000.0,11024.808691965896,1.179158782997612
walking,OS,5,OS_015,2700.0,0.0,0.0
walking,OS,5,OS_016,1800.0,0.0,0.0
walking,OS,5,OS_017,0.0,0.0,0.0
walking,OS,5,OS_018,150.016,27.334732776320205,5.488109257462992
walking,OS,5,OS_019,17000.0,7501.490170169458,2.2662163935910313
walking,OS,5,OS_020,3900.0,239.30043147935837,16.297505089690603
walking,OS,5,OS_021,606.0,0.0,0.0
walking,OS,5,OS_022,593.0,0.0,0.0
walking,OS,5,OS_023,8900.0,1881.8767621334428,4.729321376980214
walking,OS,5,OS_024,4840.0,0.0,0.0
walking,OS,5,OS_025,150.431,32.937084149315254,4.567222748621098
walking,OS,5,OS_026,1800.0,0.0,0.0
walking,OS,5,OS_027,970.0,0.0,0.0
walking,OS,5,OS_028,580.0,261.6535764186725,2.2166714017007765
walking,OS,5,OS_029,20000.0,7196.661705120107,2.779066297610027
walking,OS,5,OS_030,90000.0,5372.427418282774,16.75220398394276
walking,OS,5,OS_031,63000.0,0.0,0.0
walking,OS,5,OS_032,5200.0,9993.217748611043,0.5203529164290198
walking,OS,5,OS_033,23067.9,0.0,0.0
walking,OS,5,OS_034,10700.0,0.0,0.0
walking,OS,5,OS_035,47400.0,526.5031950664699,90.02794369370514
walking,OS,5,OS_036,20000.0,0.0,0.0
walking,OS,5,OS_037,31000.0,1945.9821581221129,15.930259108806645
